Dataset,method,Experiment,RMSE
7_post_patient,multi,18,0.6217 ± 0.0735
7_post_patient,multi,19,0.6241 ± 0.0723
7_post_patient,multi,20,0.6262 ± 0.0710
7_post_patient,multi,21,0.6369 ± 0.0841
7_post_patient,multi,22,0.6265 ± 0.0950
7_post_patient,multi,23,0.6198 ± 0.0981
7_post_patient,multi,24,0.6159 ± 0.0978
7_post_patient,multi,25,0.6162 ± 0.0959
7_post_patient,multi,26,0.6147 ± 0.0943
7_post_patient,multi,27,0.6150 ± 0.0925
7_post_patient,multi,28,0.6119 ± 0.0923
7_post_patient,multi,29,0.6123 ± 0.0908
7_post_patient,multi,30,0.6095 ± 0.0905
7_post_patient,knn,1,0.3005 ± 0.0000
7_post_patient,knn,2,0.3061 ± 0.0057
7_post_patient,knn,3,0.3219 ± 0.0228
7_post_patient,knn,4,0.3392 ± 0.0358
7_post_patient,knn,5,0.3291 ± 0.0379
7_post_patient,knn,6,0.3262 ± 0.0352
7_post_patient,knn,7,0.3208 ± 0.0351
7_post_patient,knn,8,0.3328 ± 0.0456
7_post_patient,knn,9,0.3465 ± 0.0580
7_post_patient,knn,10,0.3419 ± 0.0567
7_post_patient,knn,11,0.3382 ± 0.0554
7_post_patient,knn,12,0.3410 ± 0.0539
7_post_patient,knn,13,0.3449 ± 0.0534
7_post_patient,knn,14,0.3455 ± 0.0515
7_post_patient,knn,15,0.3467 ± 0.0500
7_post_patient,knn,16,0.3423 ± 0.0513
7_post_patient,knn,17,0.3490 ± 0.0565
7_post_patient,knn,18,0.3562 ± 0.0625
7_post_patient,knn,19,0.3571 ± 0.0609
7_post_patient,knn,20,0.3569 ± 0.0594
7_post_patient,knn,21,0.3597 ± 0.0593
7_post_patient,knn,22,0.3590 ± 0.0581
7_post_patient,knn,23,0.3583 ± 0.0569
7_post_patient,knn,24,0.3611 ± 0.0572
7_post_patient,knn,25,0.3587 ± 0.0573
7_post_patient,knn,26,0.3564 ± 0.0573
7_post_patient,knn,27,0.3607 ± 0.0603
7_post_patient,knn,28,0.3597 ± 0.0594
7_post_patient,knn,29,0.3646 ± 0.0638
7_post_patient,knn,30,0.3654 ± 0.0629
7_post_patient,chain01_datawig,1,0.3620 ± 0.1787
7_post_patient,chain01_datawig,2,0.3268 ± 0.1900
7_post_patient,chain01_datawig,3,0.3979 ± 0.1133
7_post_patient,chain01_datawig,4,0.4493 ± 0.1730
7_post_patient,chain01_datawig,5,0.3703 ± 0.1578
7_post_patient,chain01_datawig,6,0.4243 ± 0.2769
7_post_patient,chain01_datawig,7,0.4299 ± 0.2238
7_post_patient,chain01_datawig,8,0.3877 ± 0.1095
7_post_patient,chain01_datawig,9,0.4196 ± 0.2199
7_post_patient,chain01_datawig,10,0.4660 ± 0.3307
7_post_patient,chain01_datawig,11,0.3806 ± 0.1670
7_post_patient,chain01_datawig,12,0.3668 ± 0.1198
7_post_patient,chain01_datawig,13,0.5027 ± 0.3157
7_post_patient,chain01_datawig,14,0.4959 ± 0.3535
7_post_patient,chain01_datawig,15,0.3836 ± 0.1737
7_post_patient,chain01_datawig,16,0.3162 ± 0.1382
7_post_patient,chain01_datawig,17,0.5138 ± 0.2639
7_post_patient,chain01_datawig,18,0.4318 ± 0.1032
7_post_patient,chain01_datawig,19,0.4646 ± 0.2142
7_post_patient,chain01_datawig,20,0.3275 ± 0.0683
7_post_patient,chain01_datawig,21,0.4100 ± 0.2018
7_post_patient,chain01_datawig,22,0.3641 ± 0.1066
7_post_patient,chain01_datawig,23,0.3521 ± 0.1124
7_post_patient,chain01_datawig,24,0.5730 ± 0.3492
7_post_patient,chain01_datawig,25,0.3907 ± 0.1455
7_post_patient,chain01_datawig,26,0.4103 ± 0.1822
7_post_patient,chain01_datawig,27,0.5200 ± 0.2618
7_post_patient,chain01_datawig,28,0.4316 ± 0.2119
7_post_patient,chain01_datawig,29,0.3730 ± 0.1900
7_post_patient,chain01_datawig,30,0.5294 ± 0.3131
