Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,class
14456.0,492.9509887695313,212.4112243652344,87.3601303100586,0.9115098118782043,14726.0,0.7950283288955688,0
13973.0,474.0079956054688,192.3492889404297,,0.8730972409248352,14354.0,,0
,482.5799865722656,205.0201568603516,,0.905579686164856,14154.0,0.5559210777282715,0
13148.0,481.7219848632813,201.51889038085935,84.54153442382812,0.9077453017234802,13572.0,,0
12792.0,462.072998046875,,,0.9001030921936035,13032.0,,0
15778.0,,214.037841796875,95.49766540527344,0.8949472904205322,16283.0,0.6862983703613281,0
15404.0,509.5169982910156,217.29757690429688,,0.9072415232658386,15696.0,,0
,494.0889892578125,,92.41060638427734,0.895419716835022,,0.60476154088974,0
,504.2319946289063,210.3907470703125,94.74095916748048,0.8928725123405457,15751.0,0.7576579451560974,0
15746.0,503.2309875488281,,,0.8742849826812744,16171.0,,0
14304.0,489.0369873046875,211.026611328125,86.83942413330078,0.9114055633544922,14483.0,0.5777292847633362,0
15136.0,518.6439819335938,221.7091064453125,88.20763397216797,0.9174491763114928,,0.5297123193740845,0
12919.0,,201.81565856933597,83.20626831054688,,13256.0,,0
15224.0,510.8819885253906,213.1961669921875,92.32341003417967,0.9013726115226746,15686.0,,0
12950.0,,196.6167907714844,84.8003158569336,,13584.0,,0
13536.0,478.0060119628906,203.1737823486328,85.91057586669922,0.906203031539917,13810.0,0.5528056621551514,0
15551.0,508.4070129394531,217.0155029296875,,0.905365824699402,15786.0,0.8074247241020203,0
14166.0,483.7049865722656,204.6273193359375,88.99236297607422,0.9004788994789124,,,0
13916.0,,201.63967895507807,,0.8983873128890991,14221.0,0.6039930582046509,0
12308.0,451.6090087890625,193.2675323486328,81.6598892211914,0.906352400779724,12488.0,0.7240425944328308,0
15127.0,,,91.1516342163086,0.9037147760391236,,0.7129996418952942,0
14115.0,,207.5510406494141,,0.9061589241027832,14422.0,0.6008172631263733,0
,531.9840087890625,225.5345916748047,98.4435043334961,,17582.0,0.5698814988136292,0
15147.0,511.29400634765625,216.0992889404297,90.9463882446289,0.907128095626831,15637.0,0.5348516702651978,0
16419.0,531.4210205078125,224.06594848632807,94.54113006591795,0.9066263437271118,16874.0,0.5504190325737,0
13737.0,484.385009765625,209.54351806640625,84.1657485961914,0.9157878160476683,13944.0,0.6052075028419495,0
14053.0,497.052001953125,216.19186401367188,84.1599349975586,,14416.0,0.808387041091919,0
11549.0,440.24798583984375,179.11688232421875,84.49580383300781,,11961.0,0.5954013466835022,0
16490.0,520.3189697265625,212.01075744628903,101.68000793457033,0.8774881362915039,16873.0,0.6293652653694153,0
14011.0,475.87298583984375,,91.1590805053711,0.8873838782310486,14315.0,0.777611255645752,0
15809.0,518.4550170898438,221.0706787109375,92.2322998046875,0.908811330795288,,0.8148128986358643,0
12473.0,470.3399963378906,202.4428253173828,,0.9206649661064148,,0.5259762406349182,0
15319.0,506.0249938964844,208.22775268554688,94.8387451171875,,15813.0,0.573702335357666,0
15498.0,512.7039794921875,215.808349609375,92.62403106689452,0.90321147441864,,0.5788884162902832,0
13902.0,479.2319946289063,201.1148834228516,,0.896436333656311,,0.6986982822418213,0
,499.8320007324219,,91.26864624023438,0.900684654712677,15263.0,0.6800971627235413,0
15113.0,493.7380065917969,,94.19136810302734,0.8899866938591003,15374.0,0.6590353846549988,0
16091.0,508.83099365234375,209.1838836669922,,0.8803225159645081,16431.0,0.6704583168029785,0
15543.0,,211.65121459960935,94.57139587402344,0.8946205973625183,15976.0,0.6529300808906555,0
13683.0,492.9750061035156,213.90919494628903,83.1207046508789,0.9214152693748474,14070.0,0.76126629114151,0
12161.0,445.0480041503906,182.33474731445312,86.272705078125,,12428.0,0.6028056144714355,0
13711.0,,,,,14097.0,0.5614660382270813,0
12518.0,473.3840026855469,203.92205810546875,80.0076675415039,0.91981840133667,12778.0,0.6803261041641235,0
13302.0,482.6900024414063,209.3971099853516,81.74890899658203,0.920644760131836,13827.0,0.595327615737915,0
16418.0,534.989990234375,230.15858459472656,91.78717803955078,,16736.0,0.6462761759757996,0
14166.0,491.6130065917969,,,,14386.0,0.6022959351539612,0
14988.0,499.3550109863281,,90.98807525634766,0.9034662246704102,15245.0,0.5886881351470947,0
,480.9530029296875,201.3895568847656,90.3858871459961,,14441.0,,0
12518.0,460.7219848632813,195.6509246826172,82.36373901367188,0.9070731997489928,12813.0,0.6898870468139648,0
,474.1380004882813,,81.74695587158203,0.9146281480789183,13242.0,0.643278956413269,0
15705.0,498.9639892578125,208.54116821289065,96.63723754882812,0.8861510753631592,16009.0,0.7736453413963318,0
14451.0,487.2200012207031,201.2946929931641,92.7395248413086,0.88754802942276,14776.0,0.6472722291946411,0
14064.0,486.8900146484375,204.1630706787109,88.52142333984375,0.9011141061782836,14388.0,0.6483795046806335,0
13524.0,487.468994140625,,83.61426544189453,0.915773332118988,13830.0,0.6379245519638062,0
13677.0,494.635009765625,219.5995635986328,79.63166046142578,0.931936264038086,13936.0,0.5320961475372314,0
,476.7460021972656,206.22262573242188,80.40367889404297,0.9208623766899108,,0.546920657157898,0
13251.0,460.5320129394531,190.9163055419922,88.99755859375,0.8847004175186157,13528.0,0.7499151229858398,0
14601.0,,215.93438720703125,86.75872039794922,0.9157350063323976,14991.0,0.6685439348220825,0
15141.0,505.4209899902344,,93.09237670898438,0.8959491848945618,15559.0,0.5663998126983643,0
12599.0,455.281005859375,188.0159149169922,86.3744888305664,0.8882295489311218,12897.0,0.6212524771690369,0
14709.0,515.8499755859375,222.72283935546875,85.43155670166016,0.9235085248947144,14941.0,0.5247966051101685,0
,455.6080017089844,195.66607666015625,80.2691421508789,0.9119796752929688,,0.5440300107002258,0
13158.0,470.9960021972656,201.0183868408203,,0.9073506593704224,13462.0,0.619783341884613,0
,501.8919982910156,211.7231903076172,92.78570556640624,0.8988576531410217,15492.0,0.5683765411376953,0
13837.0,483.593994140625,,,0.904139518737793,14139.0,0.5694238543510437,0
13645.0,484.3250122070313,205.5389709472656,,,,0.5471349954605103,0
16199.0,,210.00164794921875,99.41775512695312,0.8808399438858032,16637.0,0.7382645010948181,0
13169.0,474.8370056152344,201.38011169433597,84.48709106445312,0.9077366590499878,,0.5471125841140747,0
14022.0,483.0190124511719,204.4829559326172,88.56926727294922,0.9013277888298036,14358.0,,0
,445.3739929199219,184.9920654296875,86.85975646972656,0.8829152584075928,12688.0,0.6717841029167175,0
12706.0,463.4509887695313,194.18145751953125,84.88485717773438,0.8993925452232361,13011.0,0.7973142862319946,0
14918.0,500.27099609375,210.4246063232422,,0.9011730551719666,15185.0,0.6407250165939331,0
14641.0,,211.58364868164065,,0.9049482345581056,15034.0,0.6295579671859741,0
15216.0,500.3680114746094,208.2284240722656,94.30258178710938,0.8915712237358093,15558.0,0.5730425715446472,0
12349.0,467.6650085449219,202.68780517578125,78.67498016357422,0.921592652797699,12572.0,0.5481622815132141,0
,478.0570068359375,203.83694458007807,85.42742156982422,,13877.0,0.6763256192207336,0
,490.8340148925781,206.18084716796875,89.36727905273438,0.9011818170547484,14523.0,0.762567400932312,0
,,184.64370727539065,83.21842193603516,0.892676830291748,12121.0,0.5770270228385925,0
10604.0,425.9259948730469,179.15118408203125,76.35169219970703,0.9046356678009032,10830.0,0.574898362159729,0
14592.0,,212.6799774169922,88.28739166259766,0.9097673296928406,14838.0,0.7456310391426086,0
12770.0,458.302001953125,,83.19528198242188,0.9060831069946288,12949.0,0.6028703451156616,0
15143.0,,,,0.8914008736610413,15628.0,0.5713261365890503,0
,473.2349853515625,200.3253326416016,83.20117950439453,0.9096706509590148,13302.0,0.6660994291305542,0
15714.0,501.1549987792969,205.0133056640625,99.27554321289062,,,0.7338875532150269,0
14655.0,491.7149963378906,200.1468963623047,94.78046417236328,0.8807644844055176,15181.0,,0
15639.0,499.1390075683594,207.9804534912109,96.29037475585938,0.8863697648048401,15895.0,,0
15166.0,502.1650085449219,214.13986206054688,91.3851089477539,0.9043676257133484,15475.0,0.794863760471344,0
13742.0,493.85400390625,,84.88685607910156,,14272.0,,0
13983.0,483.6679992675781,201.48521423339844,,,14320.0,0.567491888999939,0
11386.0,450.1199951171875,,75.84288787841797,0.921650230884552,,0.5128597617149353,0
15636.0,513.2269897460938,,93.9777603149414,0.8987981677055359,15913.0,0.5662755370140076,0
,468.239013671875,197.50924682617188,87.92959594726562,0.8954349756240845,13735.0,0.5772222280502319,0
,477.3340148925781,201.5967712402344,84.66999053955078,0.907525599002838,,,0
,458.9110107421875,,99.44376373291016,,14323.0,,0
16053.0,523.8400268554688,220.9137725830078,93.89167785644533,0.9051862955093384,16496.0,0.7479731440544128,0
13557.0,483.9089965820313,206.20372009277344,84.3873062133789,0.912425696849823,13845.0,,0
13104.0,476.989013671875,,83.61328887939453,0.910704791545868,13464.0,0.5388157963752747,0
,514.2310180664062,220.5465240478516,88.99761962890625,0.9149654507637024,15456.0,,0
14159.0,489.4360046386719,209.13131713867188,87.11465454101562,0.9091106057167052,14410.0,0.5479488968849182,0
14436.0,485.8259887695313,204.46995544433597,90.74992370605467,0.8961109519004822,14864.0,0.6144809126853943,0
15320.0,,,91.16981506347656,0.9088981747627258,,,0
15341.0,504.4630126953125,210.8721923828125,93.98657989501952,0.8951804041862488,15628.0,0.7689724564552307,0
14399.0,484.0820007324219,200.1735382080078,92.85159301757812,0.8859108686447144,,0.6047967076301575,0
16835.0,522.5349731445312,216.2716522216797,100.43251037597656,0.8856353759765625,17404.0,0.7352170348167419,0
13655.0,471.5249938964844,,91.55775451660156,0.8805728554725647,,0.7109757661819458,0
14276.0,492.8399963378906,208.876953125,88.12108612060547,0.906651496887207,,,0
12199.0,,191.9095764160156,82.14076232910156,0.9037702083587646,12555.0,0.7505229711532593,0
,,185.02908325195312,85.37150573730469,0.887194812297821,12460.0,,0
13884.0,,207.6543731689453,86.34349060058594,,14232.0,0.5423649549484253,0
15833.0,530.3350219726562,225.223388671875,91.51106262207033,0.9137341976165771,16337.0,,0
12861.0,471.9209899902344,193.25091552734372,86.45822143554688,,13330.0,,0
15080.0,500.0060119628906,209.5892791748047,,0.8966427445411682,15614.0,,0
16898.0,526.9439697265625,217.87179565429688,,0.8876237869262695,17274.0,,0
16254.0,532.7780151367188,223.5486297607422,94.11949920654295,0.9070491790771484,16680.0,0.5536857843399048,0
14274.0,,203.5678558349609,,0.8971287608146667,14529.0,,0
13965.0,478.5769958496094,203.2763519287109,88.10750579833984,0.9011838436126708,14135.0,,0
13860.0,484.7720031738281,200.7766265869141,,0.896775484085083,14238.0,0.6608811616897583,0
13568.0,482.4570007324219,,87.0738525390625,0.9022019505500792,,0.6358013153076172,0
14546.0,494.1679992675781,,87.87223815917969,0.9103317856788636,14826.0,0.6257420778274536,0
16559.0,524.1290283203125,223.6376190185547,94.94790649414062,0.9053991436958312,16961.0,,0
15308.0,,,90.02393341064453,0.9119992852211,15720.0,0.7632628679275513,0
14741.0,,212.4633636474609,89.45372772216797,0.9070461392402648,15036.0,0.5537149906158447,0
,474.864990234375,200.5462646484375,86.39673614501953,0.902444064617157,,0.6940371990203857,0
15559.0,514.2789916992188,221.11907958984372,90.46383666992188,0.912481427192688,15903.0,0.7757778167724609,0
13665.0,482.0769958496094,,,0.914344608783722,13998.0,0.6012142896652222,0
15390.0,,,92.45722198486328,0.9023022055625916,15788.0,0.773289144039154,0
14017.0,471.8139953613281,194.64344787597656,92.3601303100586,0.8802504539489746,14314.0,0.7087884545326233,0
,496.2720031738281,208.82290649414065,87.7580337524414,0.9074078798294068,14667.0,0.5657349824905396,0
14786.0,505.3890075683594,214.2183837890625,89.42656707763672,0.908697545528412,15177.0,0.7341609001159668,0
15540.0,516.3159790039062,,92.47346496582033,,16084.0,0.632478654384613,0
17442.0,539.7760009765625,,,0.9030436277389526,17698.0,0.5762521624565125,0
,548.4459838867188,230.188720703125,,,17576.0,0.5924667119979858,0
,,203.51271057128903,89.95865631103516,0.8970004320144653,14555.0,0.7173539400100708,0
,,213.22467041015625,91.66706085205078,,15477.0,0.6224410533905029,0
,486.6679992675781,201.2719573974609,92.73377227783205,0.887535810470581,,,0
12863.0,457.1910095214844,195.7003936767578,84.50079345703125,0.9019758105278016,13023.0,,0
,475.7550048828125,194.51792907714844,92.81695556640624,0.8788142800331116,,0.5911199450492859,0
,,218.194091796875,94.05685424804688,0.9023186564445496,,0.5575323700904846,0
13000.0,460.3710021972656,195.0987548828125,85.72264862060547,0.8983008861541748,13231.0,0.5828551054000854,0
,509.3760070800781,,89.69170379638672,0.9080594182014464,15594.0,,0
14713.0,493.2120056152344,206.91612243652344,91.64846801757812,0.8965583443641663,15162.0,,0
13722.0,482.3429870605469,202.27818298339844,87.75389099121094,0.9009958505630492,14189.0,0.6056673526763916,0
15713.0,,218.7672576904297,92.4291763305664,0.9063628911972046,16038.0,0.5835190415382385,0
12765.0,460.3460083007813,196.3905487060547,83.89897155761719,0.904154896736145,13139.0,0.5743532180786133,0
13487.0,473.7219848632813,197.11965942382807,87.78462219238281,0.8953632116317749,,0.7514067888259888,0
15252.0,501.3320007324219,207.5240478515625,94.2730941772461,0.8908612132072449,15595.0,,0
13684.0,464.5660095214844,,,0.8716170787811279,13928.0,0.6056475043296814,0
14709.0,489.5289916992188,,91.86573028564452,,15041.0,0.6397998929023743,0
,502.0299987792969,212.5814514160156,87.35810089111328,0.9116626381874084,14618.0,0.5427586436271667,0
15475.0,511.7969970703125,220.4769287109375,,0.91246896982193,15734.0,,0
14368.0,491.56298828125,211.2970733642578,87.20801544189453,0.9108547568321228,14596.0,0.624424159526825,0
13670.0,,,84.57769775390625,0.9133710861206056,13923.0,,0
14232.0,505.885009765625,214.10287475585935,86.41410827636719,0.914931058883667,14702.0,0.5260201096534729,0
,495.3659973144531,210.02328491210935,89.20301818847656,,14805.0,0.5402140021324158,0
14093.0,,204.3924560546875,89.15960693359375,,14463.0,0.5811067223548889,0
15121.0,,,91.33050537109376,0.9033493399620056,15470.0,0.7837963700294495,0
15569.0,,221.57684326171875,90.98238372802734,,,0.5656929016113281,0
15684.0,513.8909912109375,,90.82513427734376,0.9124343991279602,15944.0,,0
14622.0,481.6159973144531,,94.38363647460938,0.8817099928855896,14845.0,0.6089455485343933,0
14850.0,509.2749938964844,215.96319580078125,89.12654876708984,,15372.0,,0
14017.0,491.0979919433594,212.4283599853516,84.69094848632812,0.917090117931366,14287.0,,0
11513.0,438.625,,77.68550872802734,0.9123237133026124,11736.0,0.6842386722564697,0
,501.3039855957031,211.60113525390625,,,15049.0,0.6645253896713257,0
14466.0,497.8399963378906,,,0.8949156403541565,14885.0,0.6565009951591492,0
12162.0,454.7760009765625,,82.31742858886719,,12493.0,0.7452206015586853,0
17180.0,547.2150268554688,,93.01494598388672,0.920769989490509,,,0
,483.6159973144531,202.8757781982422,88.29086303710938,0.900335431098938,14270.0,,0
13925.0,478.2900085449219,196.57476806640625,91.43114471435548,0.8852468729019165,14323.0,0.6627796292304993,0
,482.7420043945313,200.02723693847656,90.7138442993164,0.8912524580955505,14305.0,,0
16588.0,531.39501953125,221.885498046875,96.65257263183594,0.9001420140266418,16854.0,0.5789877772331238,0
,499.6380004882813,205.47482299804688,93.38162231445312,,15387.0,0.581429660320282,0
,525.0689697265625,222.9464569091797,92.38245391845705,0.9101082682609558,16298.0,0.5566332936286926,0
14050.0,481.2510070800781,191.8238525390625,95.06197357177734,0.8685685396194458,14600.0,0.6076989769935608,0
14173.0,480.6830139160156,201.93576049804688,90.24497985839844,0.8945841789245605,14519.0,0.5975630283355713,0
14106.0,487.25201416015625,209.5693817138672,86.5551986694336,0.9107244610786438,14348.0,0.5427054762840271,0
,,211.69078063964844,,0.88890141248703,16329.0,0.5866769552230835,0
11667.0,447.5249938964844,,80.8428726196289,0.901357352733612,12039.0,0.6672958135604858,0
14890.0,502.5409851074219,206.22853088378903,93.45731353759766,0.8914223313331604,,0.5898197889328003,0
,474.2359924316406,200.54470825195312,85.00814056396484,0.9057154655456544,13757.0,0.7284946441650391,0
13942.0,502.031005859375,,83.7197036743164,0.920561909675598,14273.0,0.6445081233978271,0
13545.0,482.7359924316406,208.8032684326172,83.3051528930664,0.9169662594795228,,,0
14126.0,498.4249877929688,,83.81038665771484,0.9223200082778932,14410.0,0.7607712149620056,0
,,,93.05895233154295,0.8873324990272522,14926.0,0.6871275901794434,0
13708.0,486.39599609375,204.6237335205078,,0.9066219329833984,,0.5806752443313599,0
14252.0,493.114013671875,202.65460205078125,,0.8927421569824219,14627.0,0.563765823841095,0
14571.0,489.7309875488281,202.39376831054688,92.94208526611328,0.888325572013855,14884.0,0.584898829460144,0
16194.0,,226.8743896484375,91.63518524169922,0.9148019552230836,16524.0,0.5520179867744446,0
14356.0,,209.3755645751953,88.59430694580078,0.9060662388801576,14652.0,0.5768241882324219,0
,511.8489990234375,213.61216735839844,94.91934967041016,0.8958514332771301,,0.6591472625732422,0
14105.0,496.2279968261719,209.27542114257807,86.94194793701172,0.9096193313598632,,,0
14013.0,478.2770080566406,,92.95032501220705,,14374.0,,0
15009.0,502.4880065917969,,91.76154327392578,0.9005740284919739,15370.0,0.6157538294792175,0
13954.0,484.5320129394531,,88.2087173461914,0.901356041431427,14288.0,,0
16226.0,517.6840209960938,217.08056640625,95.9383773803711,0.8970405459403992,16466.0,0.5831446647644043,0
14505.0,492.6820068359375,205.41213989257807,,0.8970860838890076,,0.582951545715332,0
15281.0,,212.69688415527344,92.99383544921876,0.8993580341339111,15689.0,0.6402295827865601,0
15009.0,507.4169921875,217.13299560546875,88.92488098144531,,15387.0,0.5985881686210632,0
14652.0,485.5469970703125,201.55360412597656,,0.8860228657722473,14883.0,0.5931503772735596,0
15330.0,501.6969909667969,209.6793212890625,,0.894185483455658,15617.0,0.5826238989830017,0
14407.0,482.7959899902344,202.83233642578125,91.19192504882812,0.8932337164878845,14671.0,0.7426288723945618,0
15741.0,523.7760009765625,227.50233459472656,89.12435150146484,0.9200711250305176,15999.0,0.5632245540618896,0
14589.0,495.9299926757813,210.283935546875,89.4249496459961,,14853.0,0.6651014089584351,0
,,227.94485473632807,92.66851806640624,0.9136333465576172,16667.0,0.7417674660682678,0
,484.1940002441406,205.1284027099609,89.00131225585938,0.900970220565796,14542.0,,0
14541.0,492.7850036621094,204.25714111328125,92.47101593017578,0.8916534185409546,,,0
16734.0,531.5070190429688,220.6954803466797,97.8393325805664,0.8963620662689209,17242.0,0.6571114659309387,0
13434.0,483.364990234375,204.56802368164065,84.15599822998047,0.911462128162384,13773.0,0.7222580909729004,0
,506.02099609375,212.18157958984372,90.43865203857422,0.904613733291626,15237.0,0.5757740139961243,0
14504.0,502.5069885253906,,,0.9101447463035583,14895.0,0.5534188151359558,0
,,204.17567443847656,93.06549072265624,0.8900766372680664,,0.575679361820221,0
,520.510009765625,219.44761657714844,92.66460418701172,0.9064733982086182,16121.0,0.5951128005981445,0
14549.0,485.4939880371094,,93.64827728271484,0.8832988739013672,14846.0,0.6192381381988525,0
14700.0,506.4639892578125,215.4302978515625,,0.9132627248764038,15050.0,0.7075471878051758,0
14842.0,505.72601318359375,214.95474243164065,88.66092681884766,0.9109742641448976,,0.5445007085800171,0
14400.0,486.8999938964844,200.13771057128903,93.24651336669922,0.8848311901092529,14714.0,0.6181318759918213,0
,473.5270080566406,199.93919372558597,83.23552703857422,0.9092254042625428,13193.0,,0
16588.0,519.5590209960938,218.3944549560547,97.66686248779295,0.894432008266449,16852.0,0.6400679349899292,0
15676.0,,214.76785278320312,93.72193908691406,,,0.7792801856994629,0
16706.0,533.6259765625,228.1561737060547,,0.9107726812362672,17037.0,0.6362493634223938,0
14301.0,497.7739868164063,209.87635803222656,87.29936981201172,0.9093846678733826,14591.0,0.6006804704666138,0
,504.0509948730469,210.02598571777344,,0.8980869054794312,15400.0,0.6487300992012024,0
,503.5790100097656,211.88352966308597,,,15749.0,0.740325391292572,0
,502.5910034179688,,92.19615936279295,0.900118350982666,15495.0,,0
14887.0,493.0450134277344,199.1649169921875,96.6937026977539,0.8742390871047974,,0.6171289086341858,0
14493.0,506.8410034179688,219.00308227539065,84.91929626464844,0.9217629432678224,14804.0,,0
14897.0,491.18499755859375,205.7198486328125,92.87569427490234,0.8922879099845886,15137.0,0.5944533348083496,0
,506.8550109863281,,,0.9098218083381652,15064.0,0.5843974947929382,0
13950.0,476.3370056152344,193.6352386474609,92.94416809082033,0.8772705793380737,14280.0,0.7156414985656738,0
14421.0,507.8049926757813,,86.8762435913086,0.9137927889823914,14881.0,0.650943398475647,0
,495.614990234375,211.8028259277344,88.03250122070312,0.9095318913459778,,0.6875207424163818,0
14944.0,500.2380065917969,,91.52841186523438,0.8995733857154846,15255.0,0.6289562582969666,0
14570.0,469.9819946289063,185.4014587402344,100.8879165649414,,14895.0,,0
11838.0,440.2560119628906,,83.83839416503906,0.8866872191429138,12165.0,0.6015244126319885,0
15223.0,514.906982421875,220.3685607910156,,0.913940131664276,,0.5502819418907166,0
13694.0,,191.3311004638672,91.70781707763672,0.8776430487632751,13918.0,0.7087991833686829,0
,526.9180297851562,,107.54244995117188,0.8646849393844604,,0.666369616985321,0
14471.0,503.6740112304688,207.92872619628903,90.16022491455078,,14894.0,0.5549547672271729,0
16654.0,,217.2497100830078,98.99957275390624,0.8901360630989075,,0.7633846998214722,0
14990.0,507.7850036621094,,90.17632293701172,0.9064093828201294,15318.0,0.5659166574478149,0
16934.0,533.0859985351562,225.30267333984372,96.45010375976562,0.9037355184555054,17323.0,0.7526222467422485,0
16030.0,512.85302734375,210.2474822998047,,0.8856446146965027,16306.0,0.5977997183799744,0
15035.0,486.6530151367188,198.21983337402344,97.85749816894533,0.8696426749229431,15279.0,0.6237553954124451,0
16008.0,521.0070190429688,222.84523010253903,92.12952423095705,0.9105387330055236,16315.0,0.611879825592041,0
14362.0,504.5769958496094,211.2930603027344,88.26586151123047,0.9085659980773926,14724.0,0.541860044002533,0
15815.0,506.2900085449219,210.50457763671875,,,16112.0,0.7958434224128723,0
14131.0,490.7009887695313,,88.28404998779297,0.9044196009635924,14519.0,,0
,,202.76451110839844,80.1795425415039,0.9184952974319458,,0.6079394817352295,0
13792.0,475.7820129394531,196.7065887451172,90.34710693359376,0.8882818222045898,14183.0,0.7732675671577454,0
14573.0,493.7799987792969,209.35581970214844,89.43750762939453,0.9041555523872375,,,0
14345.0,491.0190124511719,207.21983337402344,88.91106414794922,0.9032729864120485,,,0
13166.0,461.9389953613281,185.6002960205078,91.29359436035156,,13562.0,0.6563310027122498,0
11794.0,,194.04307556152344,,0.9138336777687072,12116.0,0.6534796357154846,0
13782.0,471.1310119628906,194.43833923339844,,0.8837793469429016,14000.0,,0
14533.0,,196.8149871826172,,0.8734184503555298,,0.6511200666427612,0
12557.0,443.218994140625,175.5974884033203,92.33856964111328,0.8505750894546509,12860.0,0.6228670477867126,0
16431.0,,208.0528717041016,101.96148681640624,0.8716803193092346,,0.7322192788124084,0
11940.0,443.9679870605469,187.3336181640625,82.18278503417969,0.8986347913742065,12184.0,0.6363927125930786,0
15856.0,509.0199890136719,210.1643829345703,97.76021575927734,0.8852262496948242,16160.0,0.7626743912696838,0
15636.0,,212.13624572753903,94.48931121826172,0.8953226804733276,15927.0,0.7449971437454224,0
14787.0,,209.67886352539065,90.46773529052734,0.9021327495574952,15066.0,0.7956844568252563,0
16412.0,508.3670043945313,210.57485961914065,99.99417877197266,0.8800598382949829,16759.0,0.7305911779403687,0
15137.0,494.6050109863281,206.45852661132807,93.99015045166016,0.890363872051239,15400.0,0.7617250680923462,0
16199.0,,217.6305084228516,95.51935577392578,0.8985329270362854,16475.0,0.7076889276504517,0
15375.0,515.4229736328125,215.99929809570312,91.61693572998048,,15780.0,0.5975979566574097,0
,447.3460083007813,190.38905334472656,79.03822326660156,0.9097572565078736,11753.0,0.5435422658920288,0
16094.0,,,99.0302963256836,0.879845917224884,,0.6485332250595093,0
,438.1199951171875,,83.7443618774414,0.8875316381454468,11981.0,0.8037651181221008,0
15517.0,481.37799072265625,194.63751220703125,,0.8515021800994873,15718.0,0.6501173377037048,0
