Dataset,Experiment,multi_model,datawig_imputed_model,dynamic_imputed_model,knn_imputed_model,zero_imputed_model
7_post,11,"[0.7426081  0.6885381  0.6400167  0.7668731  0.6323731  0.6688105
 0.85592365 0.42137232 0.5058011  0.76034266 0.68481994 0.75225383
 0.66751426 0.85592103 0.27691385 0.7687682  0.75409067 0.78059506]","[0.77530915 0.6489037  0.5625183  0.75014675 0.9014101  0.562627
 0.5419206  0.8059712  0.566384   0.6650829  0.6267206  0.8609752
 0.46580708 0.8476339  0.34605715 0.69833815 0.8308734  0.73628634]","[0.64383125 0.49270222 0.59256285 0.6287798  0.66699374 0.5132789
 0.49855924 0.6707648  0.72206736 0.5407748  0.51704895 0.52125317
 0.5692829  0.65062964 0.58055127 0.58534074 0.5532097  0.3121372 ]","[0.93991035 0.7780215  0.6695387  0.6787632  0.9242047  0.5500564
 0.20760219 0.9118842  0.7901197  0.4535077  0.7916281  0.8057111
 0.7727338  0.5766997  0.8367386  0.5826864  0.6342574  0.27298132]","[0.6988542  0.5891906  0.6230452  0.78138    0.9255772  0.42786458
 0.62137395 0.67447203 0.72321254 0.7508855  0.7612095  0.6961724
 0.663019   0.6881908  0.35185513 0.7758655  0.7696062  0.74973166]"
7_post,12,"[0.43024567 0.48944536 0.60042804 0.8796364  0.9563882  0.785046
 0.80452895 0.5887942  0.64062417 0.9373098  0.6474325  0.8954634
 0.3973999  0.61024606 0.6758438  0.80204546 0.5755809  0.79267776]","[0.1991944  0.57399803 0.4821601  0.92521846 0.8561209  0.7066456
 0.63737684 0.7178943  0.7043626  0.990864   0.7697391  0.8850987
 0.2007282  0.58053565 0.61036414 0.62943184 0.77256143 0.46270737]","[0.6042263  0.53198206 0.5137726  0.79876983 0.7881904  0.5345543
 0.41104862 0.4210704  0.4759488  0.7241684  0.6769338  0.7983807
 0.4151428  0.44680402 0.4346547  0.59616214 0.41607442 0.3247412 ]","[0.9365039  0.64146197 0.3093789  0.9858505  0.9737622  0.9531129
 0.43817344 0.46345466 0.5156463  0.85868263 0.7018536  0.9531129
 0.93671376 0.7415777  0.6352558  0.92446375 0.8910481  0.9095886 ]","[0.58761257 0.59566253 0.5981854  0.9578499  0.96139747 0.6745281
 0.7742131  0.6099381  0.5789     0.95555544 0.8354496  0.88376534
 0.60092646 0.4918456  0.7743427  0.90858203 0.7402425  0.88919085]"
7_post,13,"[0.5533709  0.7325933  0.78471893 0.8347506  0.8106375  0.5627782
 0.51268876 0.96157056 0.71615916 0.788174   0.80976796 0.67159593
 0.80363345 0.84521836 0.8470416  0.89650154 0.5524306  0.74408686]","[0.4356678  0.77818054 0.77451336 0.6653173  0.82643867 0.569677
 0.72015756 0.9183109  0.642866   0.6487979  0.9194183  0.79582286
 0.7176483  0.87675285 0.76925516 0.8383255  0.6187858  0.7509884 ]","[0.6862963  0.6854106  0.69103825 0.63451403 0.6783972  0.6173876
 0.52974415 0.6472996  0.57545495 0.6974745  0.57738954 0.5737672
 0.6763823  0.5928192  0.6343756  0.56952465 0.58875215 0.5763175 ]","[0.45398733 0.7870717  0.4125052  0.81705475 0.8451707  0.50862455
 0.69090265 0.90531266 0.756001   0.70042896 0.7317037  0.9048203
 0.7651889  0.69454014 0.81705475 0.868902   0.69090265 0.57300055]","[0.4135249  0.70386034 0.74309003 0.72488594 0.7642788  0.67389095
 0.63863486 0.9460505  0.71924585 0.71831614 0.8632101  0.865243
 0.69614357 0.8359295  0.857185   0.887807   0.5635341  0.7344198 ]"
7_post,14,"[0.48030818 0.35101947 0.8761678  0.8017992  0.9657914  0.81766266
 0.88393635 0.5983005  0.7007362  0.96047324 0.7000662  0.7408987
 0.70132035 0.9646854  0.9062555  0.67324454 0.4039777  0.74827826]","[0.52569455 0.53769803 0.7200816  0.791725   0.943593   0.8497947
 0.9079812  0.595815   0.78701776 0.9591264  0.6135381  0.8017582
 0.6686353  0.91338956 0.76681703 0.691289   0.37126535 0.6910902 ]","[0.42410436 0.6088291  0.51164657 0.5146359  0.6315553  0.7734606
 0.8693528  0.46007463 0.6205061  0.6591455  0.4242535  0.6240182
 0.46619934 0.59206635 0.28361434 0.51090086 0.49695864 0.6836036 ]","[0.6029315  0.02051505 0.98756915 0.99410254 0.99758375 0.62347406
 0.79024196 0.77244866 0.6431036  0.99558544 0.5699204  0.8634309
 0.24663164 0.99927837 0.9715133  0.69088256 0.6029315  0.9749297 ]","[0.6118343  0.43626136 0.8725809  0.591959   0.9292692  0.9310276
 0.8935404  0.8501976  0.628072   0.62549984 0.6688373  0.6725618
 0.6361943  0.94253576 0.73928905 0.6611012  0.6848154  0.80294067]"
7_post,15,"[0.807499   0.7152896  0.7549685  0.6989491  0.28037173 0.7798419
 0.49065307 0.7551048  0.7436965  0.95158964 0.42479694 0.6032037
 0.3154332  0.6821968  0.7022299  0.87259096 0.47432435 0.8260292 ]","[0.4472881  0.6345886  0.85678494 0.83789486 0.5338618  0.6673495
 0.7050406  0.9615747  0.8466785  0.9855245  0.27707964 0.58740693
 0.27785563 0.24923228 0.75399566 0.9688404  0.8058479  0.82865745]","[0.5553452  0.5614904  0.62454265 0.55634093 0.64361215 0.6109715
 0.595309   0.64971805 0.64785355 0.63079745 0.5186578  0.54987174
 0.59284997 0.6454719  0.5405708  0.6530298  0.5699902  0.6126037 ]","[0.6184373  0.58153844 0.8437141  0.8025748  0.29343018 0.6720871
 0.9232287  0.9055729  0.80979437 0.8384539  0.49775693 0.8293983
 0.75977063 0.7344036  0.92988366 0.95795405 0.83088785 0.9219598 ]","[0.68822324 0.49935746 0.8985512  0.7006706  0.49117598 0.8008711
 0.5502204  0.9111837  0.80181557 0.9575431  0.37578776 0.7365058
 0.4410639  0.8302018  0.76368195 0.9224861  0.7353456  0.715531  ]"
7_post,16,"[0.8592642  0.8704933  0.23929395 0.8038593  0.8330243  0.93870336
 0.6575923  0.8568304  0.9147868  0.8540342  0.74260956 0.88271624
 0.43369812 0.79698795 0.9304239  0.6909974  0.8347006  0.24129288]","[0.7690596  0.84959555 0.1681408  0.77679914 0.8908344  0.92147124
 0.728436   0.86640584 0.898507   0.7781999  0.82842565 0.9430637
 0.46206605 0.8252935  0.8318279  0.8412126  0.8240384  0.12380128]","[0.51463693 0.5556877  0.32848874 0.66496956 0.46549633 0.61450684
 0.49822113 0.64200115 0.674633   0.41825476 0.42329943 0.82662785
 0.40138656 0.40551534 0.7662464  0.39437112 0.45817277 0.23568977]","[0.8687479  0.78242797 0.23952992 0.95762944 0.903128   0.97256666
 0.19187851 0.8365076  0.80983984 0.8719461  0.30109987 0.89805377
 0.12707977 0.9009837  0.92978936 0.90397894 0.8371089  0.20353763]","[0.7229286  0.8531979  0.3402238  0.69043964 0.6711895  0.82375365
 0.54794717 0.85179955 0.7390058  0.76824933 0.6313225  0.8650342
 0.43596572 0.6917642  0.7982715  0.6755972  0.87305397 0.19339906]"
7_post,17,"[0.24796376 0.8123642  0.08370583 0.6163354  0.7160431  0.7858363
 0.6339273  0.86078465 0.7734295  0.69626546 0.7809729  0.7051776
 0.81469405 0.6936065  0.7667163  0.630206   0.762669   0.766376  ]","[0.31331667 0.81356424 0.27890632 0.63371193 0.77744246 0.6562802
 0.60084367 0.67559457 0.76474285 0.5948494  0.7540148  0.7090409
 0.8580834  0.746102   0.76857126 0.6408755  0.7723122  0.69281626]","[0.5426351  0.5711946  0.3667892  0.61146057 0.6625231  0.50346667
 0.5704016  0.63173    0.55678016 0.5390943  0.5212504  0.5599104
 0.7331893  0.5239672  0.586473   0.56783783 0.62314934 0.54224366]","[0.3939788  0.8904064  0.8066103  0.76510507 0.8603763  0.39133102
 0.5415713  0.84272367 0.4341218  0.84272367 0.897841   0.5549353
 0.9120475  0.926864   0.84336495 0.4478183  0.86708117 0.84336495]","[0.44210592 0.7605897  0.45784158 0.2467903  0.3779599  0.8796798
 0.7638688  0.8987829  0.7520586  0.8332267  0.85216534 0.5386491
 0.82563525 0.7720605  0.60235184 0.79354846 0.8406414  0.7124432 ]"
7_post,18,"[0.73160195 0.8178881  0.92260075 0.7447721  0.52119213 0.7694516
 0.8496761  0.7919451  0.82173043 0.8243042  0.61694574 0.8931828
 0.94125587 0.6410785  0.84687227 0.8867421  0.71174264 0.24864227]","[0.56778747 0.8681941  0.9204433  0.8299953  0.74001    0.6829984
 0.6267274  0.8065431  0.7282519  0.8036429  0.74918514 0.8337271
 0.94098836 0.8788209  0.78469545 0.9016138  0.80134666 0.05001243]","[0.60814565 0.59859675 0.53227025 0.5840934  0.41228315 0.5285978
 0.49277973 0.65498126 0.61821765 0.5783352  0.6282692  0.68188125
 0.49779373 0.60170776 0.641476   0.65445566 0.67648095 0.41741997]","[0.6307207  0.9275462  0.91570705 0.43970105 0.9704259  0.861636
 0.7660504  0.8061791  0.8305046  0.8192163  0.93019104 0.80299234
 0.93274295 0.8061791  0.66001403 0.8945     0.6081704  0.02190352]","[0.746161   0.82004565 0.8184666  0.66387576 0.6614038  0.7684658
 0.7129092  0.80941725 0.5899133  0.7678483  0.7257144  0.8641464
 0.93111944 0.7647651  0.78177935 0.8365198  0.73009837 0.10788217]"
7_post,19,"[0.61613023 0.7815517  0.36741522 0.6359552  0.79946    0.70169026
 0.8346113  0.7294104  0.54883605 0.90215576 0.83178735 0.8032884
 0.87471586 0.7898188  0.87266    0.84403867 0.9064823  0.7898851 ]","[0.6353452  0.8148624  0.340354   0.5228054  0.83216625 0.7692425
 0.83875024 0.70754296 0.5323172  0.87200785 0.7976751  0.8355141
 0.7203417  0.814608   0.8555033  0.7976881  0.870983   0.75670594]","[0.5324381  0.49195996 0.69098175 0.74883246 0.66256154 0.43815476
 0.64154816 0.54055244 0.525787   0.3786692  0.6718976  0.5799698
 0.6788632  0.47050086 0.52891886 0.64984125 0.6844025  0.6572083 ]","[0.8921405  0.84821177 0.67467165 0.8638814  0.8233177  0.621344
 0.82091    0.6898657  0.82091    0.9218023  0.46525815 0.6349308
 0.9355791  0.45229232 0.7826447  0.46853545 0.49358004 0.46853545]","[0.61107427 0.84710574 0.5862589  0.8578086  0.82173795 0.7802309
 0.7364296  0.7777016  0.7828682  0.76682144 0.7490352  0.84218186
 0.8412141  0.7579002  0.89027774 0.7039404  0.81436527 0.714237  ]"
7_post,20,"[0.62826    0.9609364  0.7543068  0.8068288  0.88241774 0.6038827
 0.905997   0.8347222  0.7504375  0.00195246 0.00775522 0.798361
 0.7164204  0.78132397 0.7494724  0.9168133  0.70157164 0.8690885 ]","[0.8189685  0.8976892  0.77604365 0.7044127  0.79655296 0.6201942
 0.91739583 0.8681344  0.8333381  0.01420157 0.08764292 0.59360385
 0.75242674 0.82931685 0.38851148 0.86813736 0.8350379  0.81591064]","[0.5742888  0.726354   0.6338203  0.81190646 0.47274274 0.6224298
 0.6776609  0.6621285  0.5591271  0.16661674 0.22522613 0.6052368
 0.60486937 0.5905797  0.64635706 0.4967625  0.53516036 0.8175165 ]","[0.97087204 0.676247   0.8194564  0.8194564  0.58963287 0.53850156
 0.9722879  0.62435114 0.9411659  0.12642735 0.46041417 0.1941978
 0.9738099  0.73665065 0.6533144  0.62435114 0.5598553  0.9643129 ]","[0.64292294 0.79210055 0.560834   0.52807844 0.83242303 0.65854305
 0.6329898  0.89530474 0.62258154 0.06652514 0.38347402 0.64360774
 0.77717865 0.85168815 0.29862598 0.88945234 0.8850019  0.81439525]"
7_post,21,"[0.8933419  0.8983898  0.9500203  0.76659197 0.93533903 0.6006994
 0.63599634 0.75067216 0.9271735  0.80959046 0.71631956 0.87558025
 0.71177924 0.7475442  0.868296   0.9372265  0.713201   0.6046241 ]","[0.8896761  0.7508588  0.92775697 0.8060622  0.82670116 0.5872223
 0.76663476 0.7230534  0.9037805  0.79037255 0.7969954  0.83206993
 0.77344483 0.76257825 0.8536935  0.8485991  0.7637216  0.7372768 ]","[0.52533776 0.8130525  0.43176067 0.61987627 0.7133211  0.67430276
 0.57651776 0.5876469  0.6092466  0.7323143  0.65945363 0.3952852
 0.4924281  0.7588729  0.5769403  0.7818301  0.48067293 0.5307436 ]","[0.8800343  0.89825565 0.79690444 0.60052276 0.8560039  0.8366122
 0.7354728  0.7843914  0.7956905  0.8924262  0.79930526 0.8715524
 0.8129514  0.79930526 0.87434757 0.84881    0.85115594 0.8842183 ]","[0.8096018  0.8693479  0.775863   0.8908798  0.8967897  0.7843518
 0.6496992  0.7163831  0.74507374 0.86397934 0.695876   0.7692803
 0.72860295 0.75740826 0.75362736 0.9432975  0.703155   0.6470332 ]"
7_post,22,"[0.10780281 0.42280194 0.01865337 0.7972227  0.82834446 0.38558558
 0.5701725  0.5065889  0.6454117  0.5930879  0.88959    0.98607385
 0.57723707 0.59508294 0.69514376 0.32428646 0.6555862  0.84179986]","[0.1565511  0.449843   0.0200946  0.66011703 0.779712   0.4777003
 0.5916514  0.4272629  0.60743284 0.7040567  0.55189663 0.98527795
 0.7547577  0.43202096 0.6513937  0.48452845 0.661231   0.8170889 ]","[0.31971148 0.6094512  0.3525897  0.604844   0.52738476 0.52950186
 0.77126515 0.66822284 0.5268061  0.7013478  0.5255768  0.737213
 0.6579201  0.5164386  0.49312347 0.62252235 0.5420655  0.66747975]","[0.3649521  0.78583825 0.00907799 0.823372   0.48914307 0.02707495
 0.82958865 0.19644067 0.529575   0.19644067 0.29894108 0.993933
 0.88234866 0.6951283  0.7340391  0.2917769  0.7748776  0.02707495]","[0.17864609 0.50567013 0.02581972 0.7741661  0.84851587 0.64017767
 0.4819488  0.43051213 0.70024616 0.6093895  0.7754307  0.98486185
 0.6392386  0.6909878  0.5625553  0.6285528  0.7280702  0.71347094]"
7_post,23,"[0.3275859  0.722545   0.8536706  0.5624604  0.6840047  0.7058577
 0.85822994 0.27638313 0.8629823  0.59654397 0.8640165  0.7400456
 0.73606855 0.6700764  0.63164765 0.77514696 0.85169256 0.7389878 ]","[0.46924466 0.6412976  0.8553081  0.50264937 0.59072006 0.6737552
 0.6428945  0.24911593 0.822838   0.78386164 0.78176266 0.6191234
 0.7731354  0.60557985 0.56021225 0.49654868 0.6371802  0.594389  ]","[0.53348064 0.5104923  0.6148002  0.5242373  0.55008817 0.5882878
 0.63290805 0.47034976 0.6012443  0.6436722  0.74193704 0.5833055
 0.61219645 0.5469434  0.5278494  0.56275016 0.5924521  0.64448327]","[0.7135184  0.8404855  0.8970779  0.6927045  0.70803386 0.51903707
 0.909953   0.18443353 0.8404855  0.7183146  0.44418055 0.76735836
 0.858718   0.7668842  0.7774914  0.84661126 0.82343924 0.26278168]","[0.40239894 0.6483801  0.91986656 0.5738067  0.59179324 0.65053225
 0.63669974 0.17817    0.7462674  0.6695861  0.90408766 0.6848545
 0.6101117  0.7201197  0.6273202  0.63222015 0.7656062  0.7080917 ]"
7_post,24,"[0.872345   0.8463128  0.5778504  0.7625126  0.8508707  0.46906662
 0.7499149  0.659389   0.5378654  0.4957873  0.76004833 0.8591443
 0.64350504 0.58094645 0.37353638 0.6253114  0.7188995  0.47754374]","[0.84263664 0.79564464 0.5923529  0.7138271  0.79169947 0.4806069
 0.7839966  0.815085   0.61851543 0.47528413 0.797302   0.7840433
 0.8219248  0.55235547 0.4421887  0.74575937 0.71851456 0.5593329 ]","[0.5719035  0.6177157  0.46458077 0.6411157  0.60840183 0.46626478
 0.5290791  0.65035206 0.60375917 0.58141905 0.5287885  0.532945
 0.52191436 0.59725094 0.51753545 0.64095074 0.6100249  0.71067154]","[0.5500514  0.7277044  0.7261207  0.6936463  0.7277044  0.66276735
 0.76143396 0.76143396 0.7700375  0.66650033 0.8448014  0.7277044
 0.7782926  0.7203155  0.5753168  0.5919223  0.80089736 0.646026  ]","[0.79627264 0.71501434 0.71812844 0.5737081  0.7316665  0.69503665
 0.57431453 0.73099536 0.71586406 0.5610175  0.59952337 0.7344808
 0.5366869  0.5625328  0.48776954 0.7535238  0.6166488  0.6623768 ]"
