Dataset,Experiment,multi_model,datawig_imputed_model,dynamic_imputed_model,knn_imputed_model,zero_imputed_model
15_magic,11,[0.6003981  0.33428648 0.105422   ... 0.07918996 0.14386664 0.01168881],"[9.8734450e-01 6.0686795e-03 3.5556829e-01 ... 1.5044353e-02 2.6764470e-01
 4.7127230e-04]",[0.14712724 0.10424992 0.35130444 ... 0.13076474 0.18290794 0.11609802],[0.47340083 0.14757884 0.16621809 ... 0.0750879  0.00723358 0.1077766 ],"[5.3820860e-01 2.1913687e-03 2.5809415e-02 ... 1.0264209e-01 5.2270837e-02
 3.5249823e-04]"
15_magic,12,[0.90480614 0.0159965  0.22043139 ... 0.9801555  0.02832284 0.5644746 ],"[9.9857855e-01 8.9396574e-03 2.1907967e-02 ... 9.7562385e-01 9.0521446e-04
 5.5135280e-01]",[0.6229877  0.26838124 0.26363403 ... 0.6413974  0.14822836 0.23616524],[0.98448807 0.22420959 0.01096972 ... 0.07585759 0.02397289 0.05097227],[0.9091772  0.10824319 0.01388272 ... 0.999169   0.00294233 0.07836289]
15_magic,13,[0.04549196 0.1089347  0.12424701 ... 0.7538388  0.0830056  0.36722425],"[1.0709876e-04 2.3928634e-03 5.5419696e-03 ... 7.0808601e-01 9.6944273e-02
 9.4357532e-01]",[0.04199928 0.05970718 0.10742527 ... 0.33641616 0.15740232 0.6102017 ],[0.46953934 0.00838103 0.78820735 ... 0.56142694 0.23392755 0.9910154 ],[0.01207167 0.03756768 0.04431184 ... 0.21222042 0.453741   0.01392554]
15_magic,14,[0.80934036 0.5972276  0.5995915  ... 0.36318296 0.00484083 0.29257232],[0.59685606 0.6443238  0.9946175  ... 0.5884643  0.00261431 0.3619716 ],[0.6977228  0.3445422  0.67881954 ... 0.4523928  0.07656523 0.16059372],[0.72933054 0.26214042 0.6910647  ... 0.6577171  0.00136067 0.04762406],"[5.5135143e-01 5.2415198e-01 8.9319652e-01 ... 4.8402271e-01 8.4809808e-04
 4.9329653e-02]"
15_magic,15,[0.01863291 0.9981431  0.6970159  ... 0.09056071 0.06470126 0.04695195],[0.00293789 0.99855    0.33881474 ... 0.01958878 0.01995373 0.14272182],[0.14675227 0.9870991  0.16269344 ... 0.19289418 0.39135003 0.09971292],[0.01256913 0.999151   0.3698056  ... 0.14990021 0.01666538 0.20259853],[0.01727251 0.9881479  0.61459094 ... 0.03713505 0.3023911  0.2426977 ]
15_magic,16,"[1.2981896e-01 7.3846867e-03 1.4470732e-01 ... 2.2179869e-03 6.0756427e-01
 3.4149567e-04]","[3.1162858e-01 6.1904255e-04 5.9533304e-01 ... 3.8875095e-03 9.7619116e-01
 4.2575411e-02]",[0.1149511  0.02668459 0.5858913  ... 0.05644415 0.5409838  0.05980995],"[6.5719937e-03 5.0046825e-04 7.6193482e-01 ... 1.0120314e-01 2.5901949e-02
 4.0922094e-02]","[1.0567558e-01 1.4563104e-02 8.5830405e-02 ... 3.5363829e-04 9.3683803e-01
 8.0656959e-04]"
15_magic,17,[0.99975723 0.18432772 0.1370597  ... 0.9995376  0.9986737  0.99940896],[0.9999348  0.04874556 0.06865475 ... 0.99391973 0.999257   0.99978954],[0.9360355  0.18277505 0.18539077 ... 0.95423365 0.9918801  0.7457869 ],[0.9947984  0.08009714 0.01565764 ... 0.99936575 0.9998393  0.62431437],[0.991987   0.2726276  0.29447788 ... 0.9918566  0.9785968  0.97030187]
15_magic,18,[0.02174347 0.00110761 0.5201695  ... 0.5050471  0.00697404 0.01493572],"[3.2716204e-04 7.9452782e-04 4.6291792e-01 ... 7.8439552e-01 5.0469194e-02
 8.9531438e-03]",[0.38923308 0.06656278 0.28555694 ... 0.11964768 0.15405141 0.17041434],[0.0074262  0.04867408 0.26126462 ... 0.03748796 0.00676658 0.01915553],"[1.8517254e-03 4.8714940e-04 2.3151286e-01 ... 9.5262802e-01 1.8215344e-03
 3.6144950e-03]"
15_magic,19,[0.84943557 0.17273985 0.0991506  ... 0.05010873 0.961901   0.22636709],[0.66294605 0.145854   0.19786179 ... 0.07519154 0.67548245 0.57747924],[0.5708726  0.31415328 0.40367824 ... 0.41592276 0.24576585 0.08274619],[0.96169615 0.11805305 0.83851385 ... 0.01121483 0.34556675 0.06659482],[0.9500135  0.34527555 0.06356324 ... 0.42575318 0.34970713 0.8499889 ]
15_magic,20,"[1.09636754e-01 3.19688082e-01 3.00061685e-04 ... 3.64771098e-01
 4.80792731e-01 7.26058543e-01]","[3.5611060e-02 7.7214003e-02 2.6011650e-05 ... 1.4592423e-01 4.8262149e-01
 7.1722382e-01]",[0.15138888 0.21078059 0.07409552 ... 0.27847597 0.28190497 0.181999  ],[0.91869444 0.57950187 0.02648928 ... 0.26321417 0.08829984 0.67791593],[0.5991253  0.32875478 0.01320223 ... 0.06484687 0.32920155 0.28227222]
15_magic,21,"[2.1364236e-04 4.0649241e-03 1.5115139e-02 ... 1.8187709e-02 9.6133584e-01
 5.1084340e-01]",[0.00434681 0.01228817 0.01281591 ... 0.0029666  0.9992378  0.9294618 ],[0.06540756 0.2168476  0.05340817 ... 0.07886892 0.22857136 0.37523457],[0.00166152 0.00530869 0.14667204 ... 0.09553249 0.03831995 0.01881149],[0.00951345 0.01308877 0.06739851 ... 0.09410188 0.7269851  0.5251273 ]
15_magic,22,"[9.4988948e-01 1.2421931e-04 9.9944693e-01 ... 9.8174435e-01 1.5137689e-01
 4.9117338e-03]","[9.8548234e-01 8.8290457e-05 9.9977881e-01 ... 9.8634201e-01 3.3749190e-01
 1.4023094e-02]",[0.84142333 0.14151816 0.9587904  ... 0.40995574 0.21195935 0.36228132],"[8.7863749e-01 5.0686079e-04 9.4547588e-01 ... 9.8422182e-01 1.2367938e-01
 7.0358381e-02]",[0.9994392  0.02829722 0.9997352  ... 0.9003852  0.08805771 0.7292212 ]
15_magic,23,"[7.7914852e-01 2.6336288e-01 5.0984877e-03 ... 8.4061980e-02 1.2004627e-01
 2.9489299e-04]","[2.3173839e-01 8.4432280e-01 1.7769480e-04 ... 3.7112266e-02 8.6534554e-01
 2.6077316e-03]",[0.20811091 0.28531617 0.09671823 ... 0.29607937 0.20909765 0.12782533],[0.09938932 0.17992745 0.02827879 ... 0.10193045 0.40123573 0.01080242],"[2.0810358e-01 6.4268625e-01 4.0114095e-04 ... 5.1700360e-01 2.2741540e-01
 2.3781667e-03]"
15_magic,24,[0.02151354 0.12645957 0.11384111 ... 0.6948743  0.28237623 0.08429745],[0.20501138 0.5138562  0.05015661 ... 0.8455016  0.04109019 0.07127301],[0.24905919 0.3136356  0.12536548 ... 0.92831355 0.09811556 0.1672616 ],[0.30062595 0.24092624 0.05592605 ... 0.9934223  0.00173342 0.047184  ],[0.20349817 0.35134548 0.2727782  ... 0.997997   0.00539434 0.12385681]
15_magic,25,[0.36220413 0.0441474  0.90627545 ... 0.01069485 0.99790156 0.68498397],"[6.1798841e-01 2.1026082e-01 3.9275613e-01 ... 1.1391450e-04 9.3970442e-01
 9.2110133e-01]",[0.3513695  0.3117494  0.6404731  ... 0.14342405 0.34854135 0.7452044 ],[0.29606587 0.4727063  0.732826   ... 0.0173052  0.00176256 0.504735  ],"[7.9244179e-01 5.7657950e-02 5.9642577e-01 ... 3.2512043e-04 9.5573699e-01
 3.2028624e-01]"
15_magic,26,[0.00473804 0.05434461 0.49648842 ... 0.56825656 0.99898154 0.23320086],[0.01098735 0.45787767 0.00794131 ... 0.16218823 0.998904   0.05125713],[0.22864868 0.52412397 0.11114277 ... 0.34274623 0.6614525  0.38428035],[0.41302443 0.15789847 0.01591671 ... 0.29175252 0.8401618  0.06567042],[0.15882868 0.41025832 0.00216474 ... 0.11540896 0.96425825 0.73747075]
15_magic,27,"[7.9470975e-03 9.8220050e-01 4.9536955e-01 ... 1.0607535e-04 1.2034435e-04
 9.1085982e-01]","[5.6437706e-03 9.9426913e-01 6.7659318e-01 ... 2.3836104e-05 4.3135237e-06
 9.8509663e-01]",[0.11166529 0.8555452  0.68107295 ... 0.02958504 0.02935307 0.776927  ],"[2.76272535e-01 9.81611669e-01 9.61769223e-01 ... 1.45736209e-04
 1.15646966e-01 8.52130413e-01]","[6.7796491e-02 9.9778026e-01 9.2070705e-01 ... 9.7964039e-05 4.3984277e-05
 9.9457222e-01]"
15_magic,28,[0.114168   0.05398479 0.8185487  ... 0.07614733 0.09082437 0.97659624],"[4.4902837e-01 2.7928923e-05 9.6296185e-01 ... 5.5010505e-03 4.3084933e-03
 5.9118849e-01]",[0.22273542 0.04000261 0.25211084 ... 0.14543317 0.19265977 0.27852863],[0.06905887 0.04479991 0.8104618  ... 0.48322856 0.01326349 0.9291121 ],[0.23278035 0.0037409  0.9963355  ... 0.00612948 0.01049644 0.00340832]
15_magic,29,"[7.8427768e-04 2.9493079e-01 1.2838674e-02 ... 1.7247942e-01 9.2834646e-01
 1.0019950e-01]",[0.01239832 0.0794468  0.05280491 ... 0.19670321 0.7066819  0.01706229],[0.06095178 0.10741169 0.40111527 ... 0.15211673 0.15998894 0.2691512 ],"[5.7525065e-04 3.4697402e-02 6.8500168e-03 ... 2.3288170e-01 8.6717188e-01
 1.0901399e-01]",[0.01184362 0.29663765 0.35788915 ... 0.11094823 0.04279603 0.0198122 ]
15_magic,30,[0.0077473  0.22564375 0.999283   ... 0.00297226 0.12364224 0.3683924 ],[0.27241814 0.02382184 0.99019027 ... 0.00359715 0.81505644 0.13831188],[0.0940596  0.17679249 0.9589344  ... 0.04257499 0.20741603 0.48385045],"[5.8625239e-01 5.7781123e-02 9.9676573e-01 ... 3.1813417e-04 5.9198135e-01
 1.5895328e-01]","[1.9526578e-04 1.2146376e-01 9.9439985e-01 ... 1.7196921e-04 3.0619773e-01
 9.7635216e-01]"
