Dataset,Experiment,multi_model,datawig_imputed_model,dynamic_imputed_model,knn_imputed_model,zero_imputed_model
11_iris,11,"[0.43540037 0.50795406 0.43540037 0.528306   0.9467617  0.48313403
 0.83392    0.24178882 0.07728476 0.11645676 0.09199161 0.36366695
 0.84909314 0.03693062 0.05497677 0.0693556  0.59740037 0.03693062
 0.01793733 0.06335954 0.8142874  0.9446888  0.7419691  0.43540037
 0.55559045 0.11436874 0.22547913 0.18003379 0.5644179  0.54153734]","[0.44694716 0.38210458 0.44694716 0.5820258  0.7250621  0.68814516
 0.5263104  0.4838889  0.12033797 0.15044336 0.17711604 0.3727485
 0.7138868  0.10361613 0.07566082 0.09579465 0.4383684  0.10361613
 0.09837805 0.07449585 0.59265286 0.6039601  0.5013387  0.44694716
 0.43487832 0.14579885 0.04993575 0.2176256  0.5516125  0.40142536]","[0.29184964 0.4393662  0.2984187  0.40963095 0.5924452  0.44066745
 0.48091245 0.3734414  0.17619509 0.4027341  0.30401158 0.3523315
 0.26296854 0.2124942  0.28813428 0.4401707  0.41470614 0.28985798
 0.1842649  0.26943457 0.42677096 0.5378392  0.40553498 0.19473225
 0.34575546 0.2805429  0.27834234 0.40298688 0.3876189  0.40704706]","[0.36669692 0.7437628  0.36669692 0.5552371  0.77982205 0.6426212
 0.45087168 0.53576726 0.15902352 0.09550538 0.25198704 0.24088362
 0.7587632  0.03582944 0.25587496 0.10101952 0.56080914 0.03582944
 0.03631793 0.12377597 0.8129496  0.9190788  0.6646732  0.36669692
 0.18780845 0.11835726 0.19886838 0.17503339 0.49508655 0.60279316]","[0.28280643 0.35450542 0.28280643 0.24439067 0.82003975 0.6563883
 0.27474257 0.21949428 0.2284188  0.27231884 0.34630665 0.29293692
 0.28879806 0.31434736 0.21310852 0.38676754 0.5501242  0.31434736
 0.04167734 0.06011721 0.3160346  0.8639566  0.5018532  0.28280643
 0.32030648 0.14581676 0.12160511 0.26696572 0.4606317  0.37346905]"
11_iris,12,"[0.06861193 0.42924657 0.05031608 0.7988424  0.69523674 0.65467703
 0.35205987 0.0382361  0.03356063 0.8706041  0.1947109  0.5283883
 0.29570636 0.83308554 0.06886692 0.24386191 0.24720736 0.87107885
 0.59224784 0.16223702 0.23715664 0.29257095 0.02020111 0.27330226
 0.7992899  0.8308911  0.3318759  0.78894717 0.03469343 0.13702314]","[0.16734548 0.36256593 0.19090268 0.8652987  0.41006574 0.19147685
 0.43274376 0.05417585 0.05507028 0.8251379  0.3378088  0.4179315
 0.54910207 0.7095019  0.14952655 0.14815322 0.31286296 0.827749
 0.52392787 0.3836591  0.08706047 0.20266595 0.05026478 0.2986284
 0.20737547 0.24375267 0.33759296 0.710131   0.08339588 0.06116828]","[0.26477563 0.34097537 0.6061639  0.57931805 0.510763   0.64268225
 0.27585846 0.13172227 0.16434227 0.5295187  0.18632144 0.38755256
 0.48045585 0.57201976 0.36420143 0.25787866 0.42980257 0.36087614
 0.2990144  0.6970905  0.3148036  0.2807906  0.4033928  0.366008
 0.30819514 0.3154522  0.41218275 0.49378145 0.17695196 0.1968941 ]","[0.12877949 0.40635544 0.277813   0.83072805 0.4983126  0.7361956
 0.675086   0.04049639 0.0353215  0.7066488  0.33690113 0.38166654
 0.5118741  0.77613753 0.18592408 0.06474975 0.40743193 0.7403121
 0.6985933  0.13383433 0.10684972 0.08349349 0.03150456 0.48329532
 0.7299395  0.7273974  0.12677418 0.82939404 0.0369494  0.05018088]","[0.15951258 0.4889965  0.35253772 0.80068713 0.37582883 0.26279092
 0.3398352  0.02852007 0.12080249 0.29119852 0.38769013 0.34853747
 0.28895226 0.70183295 0.28187245 0.09436254 0.2725233  0.36945444
 0.37269396 0.36250788 0.22345357 0.13749512 0.09269622 0.323417
 0.24093382 0.22910355 0.13811825 0.77333224 0.01730092 0.09459419]"
11_iris,13,"[0.9075694  0.41044623 0.03744389 0.02043236 0.06797938 0.41181478
 0.10390882 0.08781525 0.03324404 0.04724771 0.931714   0.04652879
 0.01526807 0.02021702 0.6260073  0.36369994 0.17733581 0.931714
 0.49149784 0.8309101  0.03744389 0.64182305 0.23050551 0.9065905
 0.49149784 0.18178019 0.45102593 0.48690417 0.59707534 0.14775725]","[0.81763786 0.3638669  0.09697092 0.07380726 0.08314024 0.10330782
 0.13385676 0.09718192 0.15176924 0.07328119 0.86390406 0.07483876
 0.05372562 0.09561048 0.502283   0.36335823 0.08138085 0.86390406
 0.6631682  0.69460887 0.09697092 0.46350956 0.3432288  0.83965856
 0.6631682  0.13961862 0.5120798  0.53456205 0.11215077 0.09900622]","[0.6293769  0.29922974 0.25273436 0.33971605 0.39229855 0.48262125
 0.49909493 0.33737028 0.30484647 0.4040613  0.31380498 0.23202147
 0.13417915 0.18849885 0.43667302 0.4239797  0.41793033 0.4674816
 0.21812278 0.44616497 0.34206456 0.5536799  0.42639986 0.4781369
 0.21628703 0.42880133 0.43232545 0.51680654 0.33235374 0.30737734]","[0.99027    0.73662895 0.10791244 0.02335249 0.04198847 0.11240663
 0.0564925  0.02141478 0.0329011  0.01130912 0.99093586 0.02355449
 0.02067523 0.02385827 0.8224601  0.21660423 0.03258835 0.99093586
 0.87683845 0.96300626 0.10791244 0.86913764 0.31076464 0.9572284
 0.87683845 0.05094456 0.9060368  0.86907417 0.9882272  0.10791244]","[0.8351124  0.65513706 0.04362268 0.0498704  0.06692392 0.31396914
 0.0955143  0.09227418 0.22622736 0.0686503  0.62735385 0.01595836
 0.0171311  0.01443523 0.4265941  0.7495532  0.21230386 0.62735385
 0.66546047 0.6606908  0.04362268 0.36132625 0.51223844 0.8265318
 0.66546047 0.10635171 0.71855885 0.45782337 0.11985597 0.02969232]"
11_iris,14,"[0.07066987 0.67482173 0.01563373 0.08422558 0.68903965 0.11596624
 0.00597519 0.0355259  0.08841506 0.6240634  0.06458615 0.7230573
 0.70268434 0.06700522 0.06498827 0.01945978 0.1343355  0.9379886
 0.86086273 0.23335351 0.91772664 0.01704884 0.02547755 0.12864937
 0.1272791  0.01036623 0.00578207 0.89919555 0.9175589  0.5901904 ]","[0.3791438  0.56190914 0.04355921 0.12314094 0.46473336 0.05983242
 0.08773362 0.13412714 0.06061337 0.58433783 0.12151573 0.55632806
 0.7098452  0.04087133 0.13593341 0.02451522 0.16556706 0.7217853
 0.76539046 0.07133375 0.86245894 0.0332129  0.02416071 0.18187444
 0.02260655 0.06614418 0.01402518 0.55948675 0.8478646  0.46060798]","[0.28234118 0.19741593 0.16938719 0.40139854 0.46222234 0.22065032
 0.26169664 0.29396117 0.25077787 0.39079833 0.3510647  0.44159067
 0.3683474  0.281013   0.3639709  0.16341884 0.430098   0.37549224
 0.32032123 0.267597   0.42347783 0.15207541 0.13680251 0.20961522
 0.2509414  0.28131744 0.12691511 0.5605767  0.41497654 0.43043074]","[0.3175058  0.68955016 0.03107637 0.23786743 0.15266429 0.01529564
 0.04026519 0.27792633 0.06602354 0.7285366  0.12525553 0.37215966
 0.77975446 0.20684241 0.05923317 0.02617678 0.11626507 0.16311067
 0.793553   0.07782663 0.6891987  0.00845167 0.02809238 0.52301764
 0.12858011 0.053674   0.00400999 0.94597423 0.7435511  0.7533752 ]","[0.5439711  0.719869   0.00362874 0.08944942 0.7335847  0.0541278
 0.19041525 0.4843022  0.03377018 0.55634296 0.37576595 0.86947125
 0.66025156 0.02546191 0.09094245 0.02520749 0.12345079 0.832088
 0.6852007  0.04569955 0.90861154 0.00240269 0.00221398 0.40923607
 0.25500306 0.05026819 0.00840614 0.8023547  0.64840156 0.41515654]"
11_iris,15,"[0.5452253  0.0475131  0.5452253  0.64746857 0.27097118 0.6366825
 0.9055775  0.6843324  0.0671438  0.8992236  0.6781049  0.03813518
 0.24242385 0.2876678  0.02921939 0.77239054 0.15004033 0.7470947
 0.18327887 0.5865085  0.08352095 0.02663199 0.14654383 0.59545815
 0.10672899 0.16228783 0.13604169 0.9130346  0.84240556 0.03833969]","[0.55922437 0.07033668 0.55922437 0.46582836 0.20688538 0.44006315
 0.7567728  0.5174815  0.12300944 0.79303586 0.60664016 0.09740547
 0.10288054 0.1823183  0.08105303 0.65448016 0.1840833  0.50065625
 0.1187882  0.5725293  0.11793061 0.07585332 0.10901561 0.49399337
 0.08050907 0.0792635  0.19519126 0.8320695  0.74611413 0.10140609]","[0.46351874 0.22518331 0.16049783 0.47476417 0.50649583 0.52670413
 0.67865384 0.42671385 0.41514203 0.53481734 0.43758026 0.2529394
 0.45459884 0.4261883  0.18109687 0.5416042  0.31828725 0.5950152
 0.7409074  0.43567204 0.23482446 0.194644   0.36715648 0.61998016
 0.33960032 0.47512272 0.31091616 0.59003425 0.22256328 0.17436652]","[0.7961163  0.05316877 0.7961163  0.5906773  0.0981841  0.6215781
 0.8265974  0.770579   0.04480442 0.9227214  0.770579   0.04856933
 0.08537428 0.11867779 0.04877032 0.6096482  0.08280119 0.2630601
 0.0818832  0.7573325  0.08968974 0.04457172 0.09460955 0.67209005
 0.3948174  0.06904516 0.08100888 0.88322824 0.90574735 0.0644467 ]","[0.42613667 0.10371421 0.42613667 0.5755207  0.44538835 0.45725667
 0.80619925 0.5457336  0.23599106 0.7077103  0.52458614 0.34633306
 0.32466328 0.31900245 0.04489204 0.63555634 0.15753448 0.69798267
 0.30308974 0.4973465  0.12454626 0.16293922 0.24330355 0.43625456
 0.1856091  0.28813252 0.24565943 0.6353196  0.3827987  0.07398021]"
11_iris,16,"[0.1014525  0.7007602  0.7037518  0.16424854 0.02844549 0.20272093
 0.575674   0.4979536  0.0430728  0.16188607 0.12976106 0.06239405
 0.4032172  0.77009666 0.16600731 0.8229927  0.02474749 0.09317953
 0.670503   0.1603032  0.22739364 0.07498496 0.01273475 0.06379259
 0.84233165 0.2548635  0.7349451  0.7840028  0.25041768 0.04681392]","[0.10210329 0.549324   0.6110453  0.33630344 0.08018048 0.267656
 0.50478107 0.49381483 0.5160239  0.35714254 0.37261948 0.04617992
 0.5421557  0.45116407 0.53034663 0.4988975  0.11713418 0.3813575
 0.5650401  0.3180332  0.31461364 0.20289284 0.14111435 0.0852311
 0.641879   0.39288366 0.57929325 0.6692692  0.1764273  0.29383886]","[0.21570124 0.33654022 0.37780613 0.39875862 0.2329364  0.44806087
 0.3955909  0.40275922 0.3039065  0.58851737 0.3103532  0.21396895
 0.3970565  0.42254686 0.42219675 0.4886786  0.30053386 0.49873102
 0.5200011  0.24719821 0.32534352 0.301872   0.28804103 0.19886011
 0.3103849  0.25777128 0.56110716 0.53210753 0.29238817 0.37091756]","[0.05892839 0.90864867 0.597548   0.57380295 0.04949901 0.34032568
 0.77715725 0.63911575 0.03080451 0.536324   0.12594244 0.02692881
 0.7655907  0.74232125 0.5113668  0.77580464 0.02778871 0.46245632
 0.7577831  0.8075254  0.26358125 0.51707935 0.05679201 0.05322858
 0.2742283  0.6768843  0.6411655  0.8829392  0.17363968 0.08451741]","[0.14215502 0.2667307  0.5568121  0.27520454 0.10393611 0.26408985
 0.45220464 0.4061866  0.4229996  0.29265618 0.3508943  0.07439169
 0.47359473 0.3990285  0.45203662 0.28123528 0.22993466 0.2963424
 0.28227958 0.20405778 0.28958607 0.19244474 0.1338868  0.11913851
 0.55620646 0.27682382 0.48736498 0.59283173 0.21980159 0.28565818]"
11_iris,17,"[0.82941896 0.18751988 0.43402132 0.4606077  0.83670855 0.01975717
 0.47775933 0.2759864  0.0473494  0.1872843  0.5624609  0.22179073
 0.31053722 0.35010934 0.2733727  0.4765986  0.38618764 0.06458782
 0.4064895  0.63193035 0.10472385 0.05801391 0.9244077  0.44244152
 0.37309083 0.01393438 0.16517483 0.01465865 0.68738985 0.31706595]","[0.7164713  0.10907692 0.4093931  0.4339468  0.6510523  0.05099096
 0.38079304 0.26116812 0.06501735 0.3315977  0.40141264 0.32098308
 0.4644212  0.29676202 0.41869095 0.50785047 0.40502855 0.09984696
 0.43561664 0.60203886 0.14147377 0.10090325 0.838369   0.47288793
 0.3298636  0.16210726 0.3461229  0.13244912 0.46922377 0.31005305]","[0.5540853  0.16199815 0.25196636 0.40397793 0.53166085 0.15646926
 0.349748   0.312849   0.18000418 0.35873887 0.35078576 0.33228764
 0.45347613 0.16165425 0.34791273 0.4577978  0.36748186 0.21195965
 0.40033698 0.47112095 0.31245467 0.20475306 0.6648688  0.4233032
 0.36818236 0.28071246 0.3728229  0.26979345 0.48748565 0.36021227]","[0.7322434  0.02288611 0.23530154 0.5631525  0.62778914 0.04097767
 0.2815732  0.18729712 0.0452536  0.8598837  0.25228545 0.127365
 0.2491274  0.02071655 0.18917502 0.5777161  0.26728413 0.05401836
 0.52206737 0.6433781  0.02889176 0.05714717 0.77503955 0.27877393
 0.28034678 0.03304533 0.14135292 0.01457313 0.15743078 0.4563797 ]","[0.5835786  0.1394027  0.45137084 0.5518605  0.40808585 0.02999371
 0.48454535 0.11661219 0.03724538 0.44554868 0.47150508 0.22301684
 0.42435735 0.3754046  0.46488798 0.57198167 0.18901932 0.2527643
 0.5367302  0.3986089  0.4790327  0.12851115 0.7977577  0.30429238
 0.43902552 0.12099686 0.42196134 0.11123904 0.5038848  0.14691554]"
11_iris,18,"[0.7572275  0.7305118  0.25158864 0.06743535 0.14526014 0.22944756
 0.00818577 0.06356533 0.07881963 0.4740192  0.10168136 0.03084297
 0.5828441  0.43990305 0.23911923 0.25158864 0.19722113 0.5856389
 0.590128   0.8733715  0.6289121  0.47298646 0.23707396 0.60991293
 0.34188816 0.09458055 0.38612524 0.85237175 0.10401239 0.3435862 ]","[0.63684297 0.47896853 0.40280402 0.1005609  0.17131121 0.23518471
 0.10081352 0.12171788 0.11546612 0.22958581 0.04691559 0.22054441
 0.34753576 0.2953076  0.11017788 0.40280402 0.14422807 0.33011624
 0.395      0.80562586 0.44513163 0.44264463 0.1215985  0.43937266
 0.2644068  0.16414706 0.18587019 0.2007185  0.07038152 0.20879142]","[0.44275272 0.4750653  0.45426202 0.2430759  0.2536124  0.37615782
 0.28130347 0.24254756 0.41619754 0.38290662 0.27481043 0.31198367
 0.45818147 0.3204988  0.44687364 0.1594581  0.3960138  0.39023882
 0.3879232  0.37036315 0.49897483 0.41471067 0.34751007 0.43727624
 0.27601644 0.40331602 0.4356328  0.3602119  0.28820577 0.31885058]","[0.630954   0.18500985 0.45384747 0.02209686 0.05110079 0.12472339
 0.15686971 0.02793442 0.11087955 0.22482784 0.04947198 0.260616
 0.5182269  0.05478472 0.13747248 0.45384747 0.12303337 0.645
 0.47113153 0.93554467 0.47113016 0.57734215 0.00632352 0.6911555
 0.34667647 0.01214083 0.12823443 0.07638541 0.02132623 0.03316348]","[0.75657654 0.7828867  0.39398196 0.14820549 0.08120248 0.5422465
 0.17953445 0.03777376 0.34848678 0.3989554  0.14629503 0.25521615
 0.4329753  0.17498775 0.39560017 0.39398196 0.407071   0.6347975
 0.42295092 0.35142726 0.72112477 0.555401   0.17609638 0.585041
 0.4636489  0.19024745 0.5514632  0.19535206 0.36563703 0.12596667]"
11_iris,19,"[0.21853824 0.30737054 0.32785746 0.09766093 0.8176128  0.07382097
 0.03529574 0.15137048 0.62222016 0.26595336 0.78746516 0.01439963
 0.10881932 0.7828721  0.5697071  0.32785746 0.5342175  0.5204396
 0.1055423  0.8383512  0.1761845  0.11736642 0.0485007  0.38934466
 0.24873032 0.09330923 0.1256402  0.19240355 0.2916329  0.42715952]","[0.11382538 0.17860745 0.68818563 0.15455867 0.66257584 0.08716264
 0.05188531 0.06392555 0.59428734 0.0954157  0.6325625  0.12288425
 0.09751645 0.7373433  0.1780332  0.68818563 0.45911673 0.6902442
 0.07213001 0.74611443 0.40627214 0.13646716 0.08941065 0.03666528
 0.18316919 0.06000259 0.03791367 0.38651636 0.48445112 0.49788398]","[0.3455015  0.4801934  0.39468774 0.57714146 0.529081   0.20534742
 0.16972038 0.1866017  0.4031573  0.48671985 0.44486266 0.3741556
 0.2983843  0.4546469  0.53450525 0.42716902 0.42676243 0.41447404
 0.36655048 0.553993   0.21678288 0.49272954 0.1681027  0.28592435
 0.31274176 0.16096988 0.25447032 0.43277207 0.4741996  0.4737263 ]","[0.1916252  0.47542107 0.5138447  0.15759455 0.82435197 0.14446045
 0.06030497 0.06788813 0.23514864 0.178504   0.67840415 0.04989167
 0.20412247 0.80243224 0.40038896 0.5138447  0.4147713  0.22893363
 0.11499143 0.8534315  0.5677846  0.14387815 0.08247469 0.4392464
 0.45933473 0.05148353 0.04082722 0.44620094 0.55762786 0.6465748 ]","[0.09380539 0.18239759 0.67415947 0.7102745  0.7232156  0.07257573
 0.0280534  0.02643508 0.5578027  0.09730697 0.68516934 0.1875985
 0.08231767 0.7412102  0.20538205 0.67415947 0.47063947 0.64708304
 0.1640684  0.6566609  0.5498224  0.11448669 0.04795404 0.0261146
 0.45363826 0.04603183 0.04308567 0.50550663 0.46101525 0.49336702]"
11_iris,20,"[0.21085738 0.61822736 0.6578189  0.45988694 0.08382891 0.15054251
 0.26418245 0.32898068 0.3879794  0.11782949 0.39295366 0.08216561
 0.83623636 0.04218842 0.17993948 0.7631638  0.22890821 0.08702899
 0.0369687  0.05303248 0.72868735 0.26645195 0.77817166 0.7781074
 0.7651108  0.03141747 0.4977013  0.59235936 0.80110365 0.7499465 ]","[0.12037978 0.4565847  0.65516496 0.06535224 0.07458407 0.04366384
 0.12763517 0.1593209  0.10044081 0.05051181 0.12609924 0.07362109
 0.6886028  0.03839308 0.08234274 0.6280586  0.10335202 0.03056413
 0.02490667 0.09530897 0.5790783  0.097453   0.6309813  0.652239
 0.5050563  0.03240854 0.30414003 0.6217347  0.6321396  0.45626503]","[0.27500036 0.4664399  0.46897823 0.5587369  0.19964172 0.30055967
 0.30380517 0.29024372 0.31489435 0.49657056 0.26201865 0.28286606
 0.2687001  0.3098099  0.3221247  0.5331244  0.44700906 0.11027008
 0.16436265 0.24683139 0.47323963 0.3760859  0.4389621  0.27398255
 0.5080316  0.30075738 0.48875862 0.3993343  0.52335113 0.43709835]","[0.0725564  0.17700733 0.7371775  0.18024498 0.09679724 0.0804695
 0.10561313 0.0853829  0.17582059 0.05428275 0.15358377 0.0307621
 0.8446221  0.03860044 0.07154867 0.88879067 0.08471794 0.0230006
 0.01397914 0.06426559 0.8808641  0.90453327 0.7951276  0.86279684
 0.49760735 0.03737664 0.05792341 0.683942   0.86279684 0.4057776 ]","[0.1462553  0.65824646 0.58570415 0.14336915 0.07444645 0.07983438
 0.15469775 0.18608095 0.34893566 0.15066718 0.20283476 0.11112241
 0.6054882  0.07885009 0.1707985  0.766925   0.46054754 0.03287363
 0.0364861  0.0704178  0.7160693  0.3659872  0.5957334  0.5465832
 0.6637248  0.07562817 0.54535586 0.6626444  0.765388   0.63326955]"
11_iris,21,"[0.074232   0.79899496 0.7531888  0.38889045 0.6470621  0.7939448
 0.11522964 0.03031169 0.14144436 0.2342544  0.23327209 0.24392824
 0.14346108 0.07646068 0.04988762 0.19984296 0.04817369 0.77847195
 0.09082997 0.55994505 0.619388   0.17784774 0.22541548 0.02746635
 0.8379204  0.49211466 0.59117836 0.08900238 0.8429865  0.27095005]","[0.1016765  0.43241727 0.3816007  0.38439292 0.4845888  0.5837869
 0.26573807 0.12385362 0.31130102 0.27542245 0.38813487 0.35890287
 0.28926325 0.12682909 0.19558409 0.32827175 0.07467203 0.42238802
 0.34442624 0.42604285 0.39526457 0.35677952 0.31934077 0.09728386
 0.5060823  0.33121154 0.4720547  0.2092028  0.39547586 0.12840864]","[0.21484022 0.4574473  0.4395104  0.338447   0.34060505 0.47552234
 0.38178432 0.20824598 0.40918988 0.32291502 0.36543778 0.41523954
 0.41100207 0.25564942 0.3331158  0.580068   0.19411552 0.5712206
 0.42036024 0.4767758  0.30262923 0.37812907 0.48440886 0.20222826
 0.37295184 0.35437968 0.43088406 0.29572678 0.471018   0.31011188]","[0.12585767 0.636502   0.58286995 0.37934667 0.49957    0.65268594
 0.12572268 0.13901323 0.07643673 0.11514323 0.12262151 0.3775654
 0.09184985 0.14055058 0.05445166 0.17616825 0.10482865 0.53997487
 0.08850585 0.55687946 0.48847395 0.25820476 0.16201714 0.07835291
 0.73277795 0.6028948  0.68288964 0.1110584  0.95054114 0.4511151 ]","[0.07986879 0.53327507 0.4967747  0.40021244 0.43930155 0.609696
 0.24751347 0.05469547 0.3311826  0.28288126 0.4726473  0.4125
 0.27560535 0.05985595 0.10257562 0.4091581  0.04177423 0.42063898
 0.27109295 0.5696248  0.44654244 0.47773966 0.31286746 0.04913703
 0.4521912  0.42621955 0.548913   0.11962278 0.6053876  0.26682734]"
11_iris,22,"[0.8973603  0.35219172 0.500003   0.02295184 0.4028438  0.57864296
 0.01782001 0.04305464 0.05268079 0.09354099 0.23913562 0.23913562
 0.05252679 0.20508425 0.11331715 0.6327649  0.59520155 0.5774573
 0.01001346 0.18343468 0.14567621 0.43111584 0.44283593 0.42345577
 0.02803449 0.5548209  0.9111429  0.02289704 0.76525605 0.18877555]","[0.7690586  0.10896412 0.1148553  0.12315892 0.51311004 0.39861155
 0.0745249  0.12377212 0.11055168 0.09654292 0.47883883 0.47883883
 0.09385584 0.11782628 0.11910793 0.49464357 0.48781148 0.49632564
 0.04164147 0.2514866  0.23476122 0.39174047 0.50324386 0.4252364
 0.06403556 0.52124614 0.7143785  0.08860892 0.63677204 0.14763281]","[0.45135593 0.30967945 0.3164873  0.22208942 0.3824973  0.4134413
 0.21639691 0.33562344 0.23188893 0.24436492 0.45448884 0.35947937
 0.3395518  0.4336036  0.42739552 0.34277222 0.36039418 0.40613067
 0.19185258 0.49606183 0.356751   0.3681946  0.5239517  0.39479893
 0.22619973 0.32815027 0.48924816 0.22032642 0.35571554 0.39959368]","[0.9241354  0.05166668 0.06931912 0.05632082 0.673328   0.6438856
 0.02830408 0.42481294 0.09681066 0.08232534 0.6129673  0.6129673
 0.08177148 0.11700987 0.03837039 0.65957046 0.5426928  0.7630849
 0.02918074 0.08111762 0.25601083 0.58882165 0.537739   0.6984151
 0.01979266 0.6755881  0.92334145 0.06088915 0.7666107  0.13542424]","[0.7143386  0.21061435 0.23550852 0.04732339 0.37882277 0.41487864
 0.04400342 0.25447592 0.10711015 0.2331572  0.2906322  0.2906322
 0.3019314  0.4889826  0.18353117 0.42431495 0.33337957 0.48270214
 0.0202129  0.28126377 0.33499846 0.29251966 0.23613231 0.4351294
 0.10569345 0.33342555 0.7968375  0.0415948  0.2553308  0.39627466]"
11_iris,23,"[0.29160377 0.0946146  0.7316811  0.49022335 0.8415541  0.31760103
 0.8170737  0.5367814  0.6699188  0.11367855 0.9177819  0.9253692
 0.83971137 0.17671545 0.0139113  0.6340389  0.5156961  0.20858347
 0.23695849 0.11050405 0.10580059 0.12321275 0.4042725  0.28982848
 0.22975425 0.16286735 0.15244786 0.45740208 0.73350936 0.71827126]","[0.66284454 0.02092467 0.49370146 0.47590986 0.7610036  0.6315545
 0.69062775 0.09106607 0.36542255 0.03890071 0.34164628 0.16076446
 0.03162093 0.05031481 0.02709479 0.6086129  0.65461737 0.07157715
 0.23012337 0.01814182 0.08011369 0.0201406  0.07825737 0.4012815
 0.11841919 0.06881494 0.00888185 0.03521663 0.17044738 0.5660485 ]","[0.39401522 0.34915757 0.38841563 0.44377026 0.20235163 0.5062778
 0.46332747 0.5062656  0.16366386 0.1786274  0.49175486 0.7125108
 0.6652253  0.45512572 0.094029   0.3482164  0.2619789  0.6009768
 0.3453657  0.2782646  0.19525757 0.25205615 0.29352665 0.6212439
 0.67864144 0.22911155 0.64331186 0.300059   0.54818094 0.4739244 ]","[0.5308458  0.06509577 0.8006271  0.81764823 0.8330636  0.7123573
 0.76120067 0.84221977 0.72805065 0.06410114 0.65024924 0.49458206
 0.3029812  0.18628149 0.00849823 0.8345718  0.6722354  0.21223314
 0.41734052 0.04471507 0.01679992 0.06895088 0.041091   0.7102978
 0.0932314  0.01627249 0.03592894 0.12880255 0.5036969  0.59956974]","[0.6568619  0.04685577 0.5271984  0.6820874  0.6482108  0.3166726
 0.76475453 0.7017572  0.5467556  0.00611029 0.6686488  0.5763699
 0.0560158  0.09518445 0.02495607 0.68525654 0.62551016 0.3377338
 0.5058664  0.04066497 0.08314048 0.05278178 0.07783943 0.4275168
 0.5126721  0.07621308 0.06925596 0.20466252 0.55810684 0.6752051 ]"
11_iris,24,"[0.1265864  0.3266656  0.5520702  0.07999684 0.10720351 0.7435063
 0.08701228 0.13380463 0.04596978 0.5814013  0.7260312  0.05228211
 0.22360978 0.06921433 0.6356812  0.45755538 0.50637037 0.88515717
 0.41703948 0.06219533 0.23780803 0.07686472 0.07282491 0.06957699
 0.17125067 0.0679318  0.03309011 0.32305396 0.5685874  0.05026205]","[0.168835   0.39509612 0.5668686  0.0834193  0.26219922 0.7917497
 0.06157954 0.22068924 0.04376769 0.50550425 0.6478202  0.0448749
 0.3012125  0.05602739 0.66642886 0.47089595 0.4334001  0.7980576
 0.44149798 0.0840987  0.29372343 0.06111449 0.10422242 0.10202394
 0.2197365  0.04012787 0.04993087 0.41580787 0.4850546  0.08505794]","[0.3534181  0.42589432 0.48492876 0.14546451 0.43458515 0.58197004
 0.4617767  0.5078936  0.24961555 0.33444947 0.38192922 0.2259913
 0.4277019  0.3736889  0.40374961 0.59005976 0.3249241  0.37707376
 0.39594883 0.40253362 0.40007958 0.2088918  0.34173894 0.37104166
 0.29102007 0.19379835 0.39396635 0.35145116 0.36894533 0.3374843 ]","[0.11114992 0.2181404  0.5243437  0.07449565 0.05545061 0.9067654
 0.06256346 0.07987469 0.01514141 0.69217074 0.8617776  0.03206888
 0.15642029 0.04856424 0.6130903  0.5236604  0.6897225  0.88798434
 0.22743158 0.00880479 0.13110194 0.04950497 0.04304711 0.03413677
 0.7149119  0.07593459 0.01782177 0.24448572 0.7089886  0.04279805]","[0.25010297 0.65206283 0.5042124  0.08856685 0.23853381 0.7639935
 0.27623427 0.40883783 0.04115363 0.48506194 0.5460607  0.12552659
 0.26932964 0.14056855 0.54931396 0.35892072 0.31275728 0.5291898
 0.42404974 0.16482945 0.38579485 0.07084273 0.17807324 0.19198096
 0.5291676  0.09464385 0.10204409 0.47744036 0.4761769  0.4864992 ]"
