Dataset,Experiment,multi_model,datawig_imputed_model,dynamic_imputed_model,knn_imputed_model,zero_imputed_model
3_audlt,11,"[9.1074193e-01 9.6834666e-01 3.1770130e-06 ... 6.8131214e-01 1.7230093e-01
 9.8305178e-01]","[4.7402200e-01 6.7409813e-01 1.6093640e-05 ... 9.6362996e-01 4.5966628e-01
 2.2390925e-03]",[0.5086875  0.41364115 0.10813069 ... 0.3900925  0.5666273  0.7555853 ],"[2.8902566e-01 8.2822657e-01 1.8743766e-04 ... 2.3072712e-02 8.0208349e-01
 9.9311185e-01]","[4.8527750e-01 3.6726853e-01 8.8921712e-05 ... 8.9103103e-01 6.1989415e-02
 8.2994866e-01]"
3_audlt,12,[0.1515346  0.18640137 0.4812595  ... 0.24800742 0.08405906 0.006688  ],[0.11847251 0.5212189  0.9093969  ... 0.41273957 0.00097654 0.00098296],[0.5713127  0.42664552 0.5119559  ... 0.40177077 0.38639373 0.12784128],"[2.36935481e-01 3.88709009e-01 1.10348396e-01 ... 2.18654349e-02
 1.26960844e-01 1.00481469e-04]","[6.9059432e-01 2.6487030e-02 5.2994591e-01 ... 1.4103173e-02 8.2982518e-02
 5.3445721e-04]"
3_audlt,13,[0.24980132 0.02941861 0.00419988 ... 0.1001541  0.7939891  0.0237726 ],[0.00044763 0.21769752 0.00090419 ... 0.02901201 0.00266641 0.00275271],[0.19602184 0.15652989 0.03207451 ... 0.14054154 0.21135852 0.17121372],"[1.4553493e-02 2.4597579e-01 4.4383269e-06 ... 1.2302063e-04 7.3832576e-04
 4.6479041e-04]",[0.07626416 0.01188011 0.00042212 ... 0.13265757 0.05569621 0.1122556 ]
3_audlt,14,"[6.1764842e-01 5.9746122e-05 8.3396143e-01 ... 6.0080707e-01 1.7500446e-04
 9.4205266e-01]","[6.5629458e-01 2.0405599e-01 1.7986681e-01 ... 3.5901937e-01 4.4491867e-04
 9.7537780e-01]",[0.34894285 0.5142596  0.14195172 ... 0.5889782  0.01589772 0.70885223],"[3.90310287e-02 6.25881250e-04 7.51466990e-01 ... 7.46186495e-01
 1.22704385e-02 7.86545515e-01]","[4.0272751e-01 9.1213621e-02 4.2272541e-01 ... 3.1399432e-01 3.4590584e-04
 9.8377109e-01]"
3_audlt,15,"[1.2405054e-02 3.2363387e-05 3.9052984e-03 ... 2.7790675e-01 1.8079610e-03
 9.9975437e-01]","[6.6100587e-03 3.4918282e-06 7.0831843e-04 ... 4.5606092e-02 6.1341166e-04
 9.9998355e-01]",[0.06605571 0.03629585 0.19364724 ... 0.26072326 0.06961159 0.857514  ],"[8.6781728e-01 1.4267618e-08 5.9083630e-03 ... 5.8580781e-03 1.6189750e-02
 9.9659485e-01]","[4.4645581e-01 1.4511723e-05 1.8461847e-01 ... 6.1137870e-02 2.5587531e-02
 9.8152393e-01]"
3_audlt,16,"[8.7782726e-05 3.0604535e-01 4.2091757e-03 ... 1.5348355e-01 4.6620343e-04
 4.4968098e-01]","[1.9376776e-04 1.4099952e-02 6.9639162e-04 ... 2.7739197e-01 2.7013907e-06
 1.6542093e-01]",[0.05238181 0.41189098 0.05210731 ... 0.46879932 0.04178676 0.2985107 ],"[7.7242759e-05 8.1821316e-01 7.5994946e-02 ... 6.5595508e-01 1.0042388e-03
 3.3207992e-01]","[9.5740208e-05 2.7092928e-01 2.2031426e-02 ... 3.6770058e-01 6.9845478e-06
 1.4178205e-01]"
3_audlt,17,[0.90394413 0.14608647 0.97992694 ... 0.03279227 0.3192203  0.12677376],[0.16143435 0.5504453  0.6345354  ... 0.61258215 0.2970095  0.01797451],[0.6297683  0.23695916 0.6703561  ... 0.31163627 0.5403334  0.06836702],[0.8368386  0.4081416  0.9701909  ... 0.65136874 0.14050858 0.0152303 ],[0.12576684 0.31237817 0.8302707  ... 0.6793384  0.74433243 0.08419044]
3_audlt,18,"[4.3332595e-01 3.7612009e-01 3.5563035e-06 ... 4.9183800e-05 2.3234740e-02
 1.1592441e-03]","[5.9675944e-01 2.8173643e-01 1.3858123e-07 ... 4.4877365e-02 3.5727639e-02
 2.5862211e-04]",[0.27191874 0.43522534 0.03432461 ... 0.0582721  0.10590864 0.01367207],"[1.0223375e-02 1.0966130e-03 4.1821764e-07 ... 2.7738039e-03 2.4360537e-03
 1.0487995e-06]","[3.6811411e-01 1.3235265e-03 2.6526899e-04 ... 7.3898600e-06 7.0923068e-02
 9.5129662e-06]"
3_audlt,19,[0.00681753 0.00720208 0.01219229 ... 0.0002718  0.07715468 0.00610828],"[5.4331136e-01 1.0855298e-06 3.2670345e-02 ... 3.7404824e-02 2.9498962e-01
 6.9638429e-04]",[0.498438   0.0221947  0.0278905  ... 0.07327837 0.7036291  0.11745297],"[8.6585395e-02 1.5322904e-07 2.0322197e-03 ... 5.4631710e-01 5.4963237e-01
 2.0224068e-04]","[5.6326395e-01 5.4549653e-04 1.3450554e-04 ... 1.9078323e-05 5.7011080e-01
 1.6517921e-01]"
3_audlt,20,[0.8609532  0.1203116  0.37219307 ... 0.3139329  0.14227429 0.0380716 ],[0.9531879  0.99979335 0.1399023  ... 0.841339   0.01707691 0.7356244 ],[0.4463702  0.1931734  0.6083936  ... 0.40423903 0.09747376 0.4269114 ],[0.14808607 0.00101875 0.09730293 ... 0.16398945 0.6148112  0.28632855],[0.8731921  0.06615709 0.3791732  ... 0.9366697  0.07655761 0.04339199]
3_audlt,21,"[1.4641201e-04 5.2973622e-04 2.7298033e-01 ... 8.7216154e-02 5.4819154e-04
 5.8176978e-05]","[2.6771570e-06 3.1532883e-03 1.1216538e-01 ... 1.6544859e-01 9.1562810e-04
 1.0219353e-01]",[0.14119376 0.07723639 0.39899036 ... 0.1898962  0.0447996  0.29058626],"[1.78834161e-04 1.10205024e-01 8.92409235e-02 ... 7.38877833e-01
 2.72591060e-05 1.69856614e-03]","[8.0637665e-06 3.3311744e-03 1.2545091e-01 ... 2.6860431e-01 3.3963970e-05
 4.3275193e-04]"
3_audlt,22,"[2.6587222e-02 1.9351963e-07 9.4303042e-01 ... 1.6984360e-03 4.5660022e-01
 1.5769522e-01]","[1.6090811e-04 1.1561803e-09 9.6587789e-01 ... 8.3208549e-01 9.2838329e-01
 4.6848160e-01]",[0.01129146 0.00337859 0.8681244  ... 0.22457768 0.1337379  0.58518463],"[7.4826316e-03 6.2920997e-05 9.9993908e-01 ... 1.2780300e-02 7.5237691e-02
 2.6198602e-01]","[9.2133746e-04 3.7393486e-06 9.6326303e-01 ... 1.0503828e-01 9.1597337e-01
 2.5607812e-01]"
3_audlt,23,"[1.8549625e-06 3.1045033e-04 2.3559378e-02 ... 3.8629875e-02 7.5676870e-01
 4.3814874e-01]","[5.2983366e-04 2.3561636e-02 1.8908052e-02 ... 6.7637358e-03 7.4630255e-01
 6.6525601e-02]",[0.11753304 0.13966659 0.11154461 ... 0.35657865 0.67987555 0.3100977 ],"[9.2873565e-04 4.9087050e-04 3.3997606e-02 ... 2.3953496e-01 7.4751353e-01
 6.4069152e-02]",[0.0010268  0.03722087 0.31343353 ... 0.47623506 0.78115666 0.02023914]
3_audlt,24,[0.08817536 0.00140598 0.00267857 ... 0.9092595  0.8705018  0.83770686],"[2.7219015e-01 5.5972872e-05 7.7652790e-02 ... 3.3464357e-01 8.0329704e-01
 3.5510764e-01]",[0.3250576  0.08729137 0.2500248  ... 0.629019   0.7261946  0.5430441 ],"[1.3231204e-02 1.5593880e-03 2.6149063e-03 ... 3.7886211e-04 6.8074608e-01
 4.9704120e-01]","[2.1853706e-02 2.6067038e-04 1.1066473e-03 ... 5.8790570e-01 2.3487195e-01
 7.7723366e-01]"
3_audlt,25,"[2.0538487e-01 6.4786054e-02 9.8763996e-01 ... 2.7280257e-07 8.2368100e-01
 5.4780608e-05]","[7.9598039e-01 2.4895702e-04 2.7355582e-01 ... 7.0381810e-07 9.9997628e-01
 2.7473832e-03]",[0.5407208  0.05210208 0.58103096 ... 0.0058347  0.5252669  0.03905366],"[4.7331974e-01 1.5243678e-01 9.6548194e-01 ... 5.1584404e-08 3.6085752e-01
 7.7963741e-03]","[1.6387016e-01 2.4837169e-01 9.6733886e-01 ... 7.5725211e-07 9.9188036e-01
 4.1140265e-05]"
3_audlt,26,"[2.1954247e-06 3.0374683e-02 1.0384730e-01 ... 4.2031035e-01 1.2130211e-01
 9.9999595e-01]",[0.00401516 0.01073697 0.40801394 ... 0.7145666  0.00211864 0.9999957 ],[0.07855917 0.1464126  0.5578991  ... 0.4146913  0.14238422 0.9897215 ],[0.01942505 0.35151917 0.12258007 ... 0.16621467 0.52701735 0.9972644 ],[0.01826943 0.00322678 0.3849724  ... 0.669251   0.01356368 0.99894446]
3_audlt,27,"[1.3967563e-04 1.3083022e-07 4.7729031e-06 ... 8.0821826e-07 3.9335707e-01
 1.4495109e-02]","[6.0742335e-05 1.4662393e-05 2.0072042e-08 ... 7.3937611e-07 8.8703591e-01
 4.3555897e-01]",[0.06328724 0.18184225 0.00475638 ... 0.0065086  0.5652806  0.28533545],"[2.8712445e-06 4.8750691e-05 2.7716334e-07 ... 1.6135321e-04 9.3193954e-01
 5.5801426e-03]","[4.8711699e-05 1.1213358e-06 1.3954457e-07 ... 1.9973129e-06 5.8831042e-01
 9.8241260e-03]"
3_audlt,28,"[8.5774101e-02 1.0571846e-01 2.4539103e-01 ... 1.6679379e-04 8.8212293e-01
 2.5056326e-01]","[9.9490643e-01 1.2688373e-01 9.9966228e-01 ... 2.4895181e-04 9.8313373e-01
 7.8681735e-03]",[0.23263663 0.3575332  0.6136486  ... 0.0246161  0.4874299  0.2752904 ],"[1.3142276e-02 2.1128615e-05 1.7624891e-01 ... 3.2166464e-03 9.6517044e-01
 2.0441757e-01]","[7.0334278e-02 8.5853063e-02 9.6659654e-01 ... 5.4282179e-07 4.5569864e-01
 2.0261735e-01]"
3_audlt,29,"[1.0572210e-03 1.3003236e-01 4.9298736e-01 ... 6.4610910e-01 9.7089350e-01
 1.8084172e-06]","[1.3980042e-02 2.4797299e-03 4.0746225e-05 ... 2.9734311e-01 8.9454812e-01
 1.2706992e-06]",[0.02127832 0.2782768  0.2488865  ... 0.7964031  0.32348496 0.01123959],[0.00270136 0.02389659 0.01021301 ... 0.96584654 0.02070694 0.09385337],"[2.5570813e-01 2.4009444e-04 5.0847597e-02 ... 9.9441826e-01 6.1176187e-01
 7.1245672e-06]"
3_audlt,30,"[4.1870940e-01 1.7615879e-07 1.7311992e-02 ... 3.9606015e-03 1.2292612e-03
 5.7423156e-01]","[5.9242862e-01 1.7643367e-07 5.4900538e-02 ... 1.3736132e-04 1.7921554e-01
 6.8768442e-01]",[0.5214679  0.0319579  0.08735514 ... 0.07315505 0.4395998  0.40526736],[0.4105944  0.00248307 0.03937651 ... 0.0024897  0.19407281 0.8952544 ],"[8.0829543e-01 5.5418423e-06 2.4387610e-01 ... 5.8843238e-05 1.5810221e-02
 7.0542538e-01]"
