age,wife education,husband education,number,wife religion,wife working,husband occupation,standard,media,class
25,4,4,1,1,0,3,3,0,True
47,2,3,4,1,1,2,3,0,True
48,2,3,8,1,1,1,4,0,True
29,2,3,1,1,1,1,1,0,True
29,2,3,1,1,1,1,2,0,True
21,3,4,0,1,1,2,3,0,True
21,3,4,1,1,1,2,3,0,True
29,4,4,0,1,0,2,4,0,True
45,3,4,3,1,1,1,4,0,True
33,2,3,2,1,1,3,2,0,True
38,4,4,1,1,0,1,4,0,True
24,4,4,0,0,1,1,4,0,True
49,4,4,6,0,0,1,4,0,True
24,2,4,1,1,0,4,4,0,True
28,4,4,0,0,0,1,4,0,True
30,4,4,2,1,1,1,4,0,True
33,4,4,2,1,1,1,4,0,True
25,4,4,1,1,1,1,3,0,True
35,4,4,3,0,1,1,4,0,True
27,2,4,4,1,1,1,4,0,True
24,2,2,3,1,0,2,1,0,True
25,2,3,0,1,1,2,1,0,True
46,2,4,6,1,1,1,4,0,True
26,2,2,3,1,1,2,1,0,True
38,2,2,1,1,0,3,2,0,True
47,1,2,3,1,1,1,3,0,True
41,1,3,10,1,1,2,3,1,True
41,2,3,1,1,0,2,3,0,True
28,4,4,5,1,1,2,1,0,True
17,2,2,3,1,1,3,1,0,True
27,2,3,5,1,1,2,1,0,True
27,1,2,4,1,1,3,1,1,True
19,2,3,0,1,0,2,2,0,True
27,2,4,3,1,0,3,2,0,True
26,4,3,4,1,1,2,3,0,True
23,2,4,2,1,1,3,3,0,True
40,3,3,3,1,1,3,2,0,True
22,4,4,0,1,1,1,1,0,True
44,3,4,4,1,0,1,3,0,True
29,2,3,2,1,1,3,1,0,True
26,2,3,3,1,1,3,1,0,True
45,4,4,1,1,0,3,3,0,True
32,3,3,7,1,0,2,3,0,True
21,4,4,1,1,1,1,4,0,True
31,2,2,4,1,1,3,3,0,True
21,3,4,0,1,1,1,3,0,True
37,4,4,1,1,1,1,4,0,True
34,4,4,3,0,0,3,3,0,True
44,3,4,1,1,1,1,3,0,True
49,4,3,5,1,1,2,3,0,True
26,2,3,2,1,1,3,3,0,True
38,1,2,1,1,1,2,4,1,True
36,2,3,5,1,1,2,3,0,True
26,3,4,2,1,1,3,3,0,True
20,2,3,1,0,1,3,2,0,True
44,2,1,3,1,0,3,2,0,True
31,3,4,2,1,1,1,2,1,True
45,4,4,1,1,1,1,3,0,True
36,2,3,2,1,1,3,2,1,True
43,1,3,2,1,0,2,2,1,True
25,3,4,0,1,1,1,3,0,True
48,3,4,3,1,1,3,1,0,True
30,4,4,0,0,0,1,3,0,True
48,1,2,8,1,1,3,1,0,True
28,3,4,1,1,1,3,1,1,True
26,4,4,1,1,1,1,3,0,True
26,3,3,3,1,0,2,4,0,True
24,4,4,2,1,1,3,3,0,True
21,3,3,2,1,1,2,2,0,True
30,4,4,2,0,1,3,1,0,True
20,4,4,1,1,1,1,4,0,True
33,4,4,2,1,1,1,3,0,True
30,4,4,0,0,0,3,3,0,True
47,4,4,1,1,0,1,3,0,True
35,4,4,2,0,1,3,3,0,True
30,2,4,2,1,1,3,4,0,True
33,4,4,3,1,1,1,4,0,True
45,4,4,4,1,1,2,3,0,True
41,4,4,2,1,1,1,4,0,True
32,4,4,1,1,0,1,3,0,True
43,4,4,5,1,1,1,4,0,True
44,4,4,3,1,1,2,4,0,True
21,1,3,4,1,1,3,2,0,True
44,3,4,2,1,1,1,4,1,True
23,4,4,2,1,1,2,4,0,True
47,1,2,4,1,1,2,2,0,True
47,1,1,7,1,1,2,3,1,True
35,4,4,2,1,0,2,4,0,True
32,2,4,4,1,1,3,2,0,True
45,1,4,5,1,1,1,2,1,True
22,2,2,2,1,1,3,1,0,True
23,1,1,3,1,1,2,1,1,True
30,4,4,0,1,0,1,4,0,True
44,1,3,0,1,1,2,3,0,True
40,3,3,1,1,0,3,3,0,True
34,4,4,4,1,1,2,3,0,True
37,3,4,1,1,1,2,4,0,True
49,3,4,5,1,1,1,4,0,True
26,4,4,1,1,1,1,4,0,True
22,4,4,0,1,1,2,4,0,True
20,3,4,0,1,0,2,4,0,True
47,4,4,4,1,1,1,4,0,True
49,2,2,8,1,0,3,1,0,True
22,2,4,1,1,1,2,4,0,True
22,3,3,2,1,1,3,4,0,True
25,3,2,2,1,1,3,2,0,True
32,2,4,0,1,0,3,4,0,True
28,4,4,0,0,1,1,3,0,True
30,2,4,4,1,0,1,4,0,True
45,2,4,2,1,0,2,4,0,True
49,2,1,10,1,0,2,4,0,True
34,4,4,2,1,0,1,4,0,True
25,2,4,1,1,1,2,2,0,True
42,1,3,12,1,1,3,3,0,True
48,2,1,3,1,0,4,3,0,True
35,3,4,5,1,0,2,2,0,True
33,2,3,1,1,1,3,4,0,True
20,2,4,0,1,1,3,2,0,True
36,2,3,4,1,1,3,1,1,True
19,3,3,2,1,1,3,2,0,True
27,3,2,3,1,1,3,2,0,True
30,1,2,4,1,1,4,1,0,True
31,3,4,3,1,0,3,2,0,True
44,1,1,11,1,1,4,1,1,True
24,3,3,2,1,1,3,3,0,True
18,3,4,0,1,0,3,1,0,True
45,1,2,6,1,1,3,3,1,True
25,2,2,3,1,0,3,1,0,True
36,3,4,6,1,1,2,4,0,True
30,1,1,5,1,1,2,2,0,True
32,2,4,2,1,1,3,3,0,True
42,1,4,11,0,1,2,2,1,True
22,2,4,0,1,1,3,3,0,True
36,2,4,2,1,0,2,4,0,True
27,2,3,2,1,1,3,3,0,True
40,3,4,1,1,1,1,2,0,True
22,2,3,2,1,1,3,1,0,True
26,2,4,0,1,1,3,1,0,True
31,3,4,0,1,0,2,3,0,True
32,4,4,1,1,1,1,4,0,True
34,2,3,3,1,0,3,2,0,True
40,3,3,1,0,1,3,4,0,True
45,1,2,1,1,0,3,3,0,True
26,3,4,3,1,1,3,2,0,True
48,1,3,5,1,1,3,2,0,True
43,1,3,8,1,1,3,1,0,True
27,3,4,2,1,0,2,2,0,True
42,3,2,1,1,1,3,3,0,True
34,3,2,8,1,0,2,3,1,True
32,3,2,4,1,1,2,2,1,True
31,3,3,2,1,0,2,3,0,True
22,2,3,1,1,1,3,3,0,True
27,3,4,0,1,1,3,3,0,True
37,1,2,2,1,1,2,2,1,True
22,1,2,0,1,1,2,4,0,True
47,4,4,4,1,1,1,4,0,True
32,4,4,4,1,0,1,3,0,True
37,3,3,2,1,1,1,4,0,True
45,1,3,1,1,1,2,3,1,True
47,1,4,8,1,1,3,3,0,True
28,3,4,0,1,1,3,2,0,True
48,1,3,4,1,1,3,4,1,True
26,2,4,1,1,1,1,3,0,True
21,3,4,0,1,0,3,1,0,True
20,2,3,1,1,1,2,4,0,True
39,1,1,5,1,0,3,1,1,True
27,2,3,1,1,0,3,4,0,True
37,2,3,5,1,0,3,2,0,True
24,4,4,1,1,1,3,3,0,True
39,3,3,6,1,1,3,3,0,True
20,3,3,1,1,1,2,3,0,True
19,3,4,1,1,1,2,3,0,True
40,3,3,4,1,1,2,2,0,True
41,1,4,4,1,1,3,3,0,True
22,4,4,2,1,1,1,3,0,True
32,3,4,4,1,1,1,4,0,True
34,4,4,2,0,1,1,4,0,True
34,4,4,2,1,0,1,3,0,True
23,4,4,2,1,1,1,4,0,True
27,4,4,1,1,1,1,2,0,True
46,3,2,11,1,0,2,2,1,True
34,4,4,3,0,1,1,2,0,True
33,4,4,5,1,1,3,3,0,True
25,3,3,1,1,1,3,2,0,True
26,4,4,1,1,0,1,4,0,True
48,1,3,4,1,1,3,3,1,True
36,4,4,2,1,1,3,3,0,True
38,3,4,2,0,1,2,4,0,True
44,1,2,7,1,1,3,4,0,True
44,2,2,1,1,0,3,2,0,True
39,3,3,1,0,1,3,4,0,True
47,1,2,7,1,0,3,2,0,True
43,1,3,5,1,0,3,2,0,True
29,3,3,3,1,0,2,4,0,True
22,3,3,0,1,1,2,2,0,True
31,2,4,5,1,1,3,2,0,True
22,4,4,0,1,1,1,3,0,True
45,3,4,6,1,1,2,4,0,True
42,3,4,10,1,0,3,2,0,True
38,3,3,7,1,1,3,1,0,True
47,1,1,6,1,0,3,1,0,True
30,4,4,2,1,1,1,4,0,True
28,3,4,1,1,1,3,4,0,True
25,3,4,1,1,1,2,1,0,True
49,2,4,6,0,1,2,3,0,True
23,3,4,2,1,0,2,3,0,True
35,3,4,1,0,1,2,3,0,True
47,2,1,5,0,1,2,4,0,True
35,2,3,0,1,1,2,4,0,True
44,3,4,6,1,1,3,4,0,True
48,4,4,3,1,1,2,4,0,True
43,2,3,6,1,0,3,3,0,True
21,2,4,2,1,1,3,1,0,True
22,4,4,0,1,1,1,4,0,True
41,3,3,5,1,1,3,4,0,True
29,2,4,2,1,0,4,4,1,True
44,4,4,5,0,1,2,4,0,True
22,4,4,0,1,0,1,4,0,True
23,2,4,4,1,1,3,3,0,True
22,2,1,0,1,1,3,2,0,True
35,1,3,0,1,1,2,2,1,True
24,4,4,1,1,1,2,2,0,True
36,4,4,4,1,1,1,4,0,True
47,1,2,2,1,1,2,4,0,True
40,4,4,3,1,1,3,4,0,True
29,4,4,1,1,1,1,3,0,True
49,3,4,6,1,1,1,4,0,True
49,3,4,9,1,1,1,4,0,True
47,4,4,2,1,1,1,4,0,True
28,4,4,3,0,1,1,4,0,True
26,4,4,1,1,1,1,4,0,True
29,1,2,7,1,1,2,4,0,True
29,4,2,0,1,0,2,2,0,True
25,3,3,1,1,1,3,4,0,True
24,2,4,2,1,1,3,4,0,True
23,4,4,1,1,0,2,4,0,True
23,4,4,2,1,0,3,3,0,True
44,1,2,2,1,1,2,4,0,True
39,3,4,6,1,1,1,4,0,True
21,3,3,0,1,1,2,2,0,True
22,3,4,2,1,1,2,3,0,True
47,3,4,3,1,1,2,3,0,True
36,3,3,2,1,0,2,4,0,True
25,1,4,2,1,0,3,3,1,True
40,4,4,2,1,1,3,4,0,True
36,2,2,0,0,0,3,3,0,True
37,2,3,5,0,0,2,4,0,True
28,1,4,2,1,0,2,3,0,True
30,3,3,5,1,0,3,4,0,True
16,3,4,1,1,1,3,3,0,True
32,2,3,4,0,1,2,4,0,True
40,4,4,3,0,1,3,4,0,True
40,1,1,2,1,0,3,4,0,True
45,3,4,2,0,1,1,4,0,True
21,1,3,0,1,0,3,4,1,True
28,4,4,1,0,1,1,3,0,True
25,4,4,1,0,1,2,3,0,True
44,1,3,4,1,1,3,3,1,True
35,4,4,2,0,1,3,4,0,True
49,4,4,4,1,1,3,4,0,True
39,3,4,1,0,1,3,4,0,True
32,3,4,1,0,1,2,4,0,True
35,1,2,0,1,0,4,4,0,True
21,1,2,1,1,0,3,4,0,True
47,4,4,1,0,1,1,4,0,True
27,4,4,1,0,1,3,4,0,True
31,2,2,8,1,1,2,2,1,True
34,4,3,0,0,0,3,3,0,True
30,4,4,3,1,0,2,4,0,True
25,4,4,0,1,0,2,4,0,True
28,3,4,3,1,1,2,1,0,True
30,2,3,4,1,0,3,2,0,True
42,3,3,8,1,1,4,3,0,True
23,4,4,0,0,1,2,4,0,True
45,3,4,3,0,1,3,4,0,True
21,4,4,1,1,1,3,3,0,True
28,4,4,1,0,1,2,4,0,True
33,4,4,1,0,0,3,4,0,True
32,1,2,4,1,1,3,2,1,True
25,2,2,3,1,1,3,3,0,True
25,3,3,1,1,1,3,1,0,True
19,2,2,2,1,1,3,1,0,True
40,1,2,6,1,1,3,1,1,True
24,2,2,2,1,1,3,1,1,True
32,2,2,1,1,1,2,1,0,True
35,2,3,8,1,1,3,2,0,True
27,2,2,1,1,0,3,2,1,True
23,2,4,2,1,1,1,4,0,True
22,2,4,4,1,1,3,4,0,True
49,2,3,0,1,1,1,2,0,True
25,2,3,0,1,1,2,4,0,True
18,3,4,1,1,1,3,1,0,True
43,3,3,4,1,1,2,4,0,True
37,1,3,0,1,1,3,4,0,True
30,2,3,2,1,0,2,4,0,True
29,3,2,0,1,1,2,2,0,True
20,2,3,3,1,1,3,4,0,True
42,3,3,3,1,0,2,4,0,True
23,4,4,1,1,1,2,3,0,True
34,2,3,7,1,0,3,3,0,True
23,3,3,6,1,1,3,3,0,True
38,3,3,5,1,1,1,4,0,True
37,2,3,4,1,1,2,3,0,True
17,2,3,1,1,1,3,2,0,True
39,3,4,3,1,1,1,4,0,True
49,1,3,0,1,1,3,3,1,True
23,3,3,2,1,1,2,2,0,True
40,3,3,3,1,1,2,2,1,True
32,2,4,5,1,1,2,3,0,True
18,2,3,1,1,1,2,3,0,True
46,1,2,8,1,1,3,3,1,True
37,3,3,6,1,1,2,2,0,True
38,2,4,5,0,1,2,2,0,True
37,2,3,2,0,0,3,3,0,True
25,2,3,1,1,0,2,1,0,True
38,2,4,5,1,1,3,3,0,True
39,4,4,2,1,0,1,4,0,True
44,4,4,3,1,0,1,4,1,True
19,4,4,0,0,1,3,4,0,True
28,2,4,1,1,0,3,4,0,True
20,2,3,1,1,1,3,4,0,True
33,4,4,0,1,0,3,3,0,True
33,4,4,5,1,1,3,4,0,True
47,1,4,6,1,1,1,4,0,True
25,3,3,0,1,1,3,4,0,True
29,4,4,0,1,0,2,4,0,True
37,4,4,2,0,1,1,4,0,True
49,1,3,6,1,1,2,4,0,True
48,1,1,8,1,0,2,2,1,True
19,2,2,0,1,1,2,2,0,True
46,1,2,3,1,1,2,1,1,True
39,1,2,2,1,1,3,1,1,True
30,3,4,5,1,1,1,4,0,True
40,2,2,8,1,1,2,2,0,True
43,1,2,1,1,1,3,4,1,True
29,3,4,4,1,0,1,3,0,True
23,3,3,2,1,1,3,3,0,True
24,2,2,3,1,1,2,4,0,True
47,3,3,2,1,1,2,4,0,True
35,3,3,2,1,0,2,2,0,True
19,3,3,1,1,1,2,4,0,True
45,2,3,4,1,0,2,4,0,True
42,2,4,2,1,1,3,4,0,True
47,1,1,1,1,1,3,4,0,True
25,2,2,2,1,1,3,1,0,True
20,2,3,3,1,1,3,4,0,True
33,3,3,6,1,1,3,4,0,False
46,4,3,5,1,1,1,4,0,False
35,4,4,4,1,1,1,4,0,False
26,4,4,2,1,0,1,4,0,False
36,3,3,5,1,0,1,3,0,False
37,3,4,3,1,1,1,3,0,False
44,2,4,4,1,1,3,3,0,False
32,4,4,2,1,1,1,4,0,False
25,2,4,6,1,1,3,4,0,False
42,2,3,7,1,1,3,4,0,False
30,4,4,2,0,0,1,4,0,False
39,4,4,4,1,1,1,4,0,False
26,1,1,2,1,1,3,4,0,False
30,2,4,3,1,1,3,4,0,False
38,4,4,4,0,0,1,2,0,False
23,4,4,1,1,1,1,2,0,False
18,3,4,1,1,1,3,4,0,False
25,3,4,3,1,1,2,3,0,False
37,4,4,2,1,0,3,3,0,False
20,3,4,1,1,1,3,2,0,False
45,4,4,7,1,1,1,4,0,False
28,2,1,2,1,0,3,3,0,False
33,2,2,3,1,1,2,3,0,False
28,2,3,2,1,1,3,3,0,False
30,2,4,1,1,0,3,4,0,False
32,4,4,4,1,1,2,4,0,False
48,4,3,7,1,0,2,4,0,False
46,4,4,2,1,0,1,4,0,False
32,4,4,2,0,0,1,4,0,False
49,4,4,10,1,1,1,4,0,False
33,2,2,6,1,0,3,4,0,False
39,4,4,3,1,1,1,4,0,False
35,4,4,5,0,0,1,4,0,False
36,4,4,3,0,1,1,3,0,False
20,3,4,1,1,1,2,4,0,False
23,4,4,1,1,1,3,4,0,False
26,2,4,2,1,1,1,3,0,False
25,3,3,1,1,1,3,1,0,False
31,4,4,1,1,1,1,4,0,False
36,4,4,2,1,1,2,4,0,False
32,3,3,2,1,0,3,4,0,False
36,4,4,3,1,1,1,4,0,False
40,4,4,3,1,1,1,4,0,False
46,4,4,4,1,1,1,4,0,False
42,4,4,8,0,1,1,4,0,False
39,4,4,4,1,0,1,4,0,False
34,4,4,2,1,1,1,4,0,False
36,4,4,3,1,1,1,4,0,False
37,4,4,3,1,1,1,4,0,False
36,4,4,4,0,1,1,4,0,False
38,4,4,2,1,1,1,4,0,False
27,3,3,1,0,0,2,4,0,False
37,4,3,8,1,1,1,4,0,False
24,1,4,1,1,0,4,2,1,False
42,2,4,8,1,1,1,4,0,False
31,4,4,3,0,0,4,4,0,False
34,2,3,2,1,1,3,3,0,False
34,4,4,4,1,1,3,3,0,False
36,4,4,4,0,0,1,4,0,False
47,4,4,8,1,1,1,4,0,False
34,4,4,3,1,1,1,4,0,False
44,4,4,6,0,1,1,3,0,False
21,4,4,1,1,1,1,4,0,False
42,4,4,6,1,1,1,3,0,False
44,4,4,4,1,0,2,3,0,False
19,4,4,1,1,1,2,3,0,False
35,1,3,7,1,0,2,3,1,False
24,4,4,1,1,1,3,2,0,False
32,3,4,7,0,1,1,3,0,False
31,3,3,2,1,0,3,3,0,False
47,3,4,11,1,0,2,3,0,False
38,4,4,6,1,0,3,3,0,False
40,4,4,4,1,1,1,3,0,False
35,3,3,4,1,1,3,2,0,False
26,3,4,3,1,1,3,4,0,False
23,4,3,3,1,1,3,3,0,False
40,4,4,6,0,0,1,4,0,False
37,4,4,3,1,1,1,4,0,False
39,4,4,5,1,1,2,4,0,False
25,4,4,2,1,1,2,4,0,False
48,4,4,4,0,1,1,4,0,False
31,4,4,3,1,1,1,4,0,False
26,4,4,1,0,1,2,4,0,False
44,4,4,5,1,0,1,4,0,False
29,4,4,1,1,0,2,4,0,False
36,2,1,6,1,1,2,1,0,False
29,4,4,2,1,0,1,3,0,False
37,2,3,7,1,1,3,4,0,False
28,3,3,3,1,1,1,2,0,False
40,2,3,6,1,1,1,2,0,False
33,4,4,4,1,1,1,4,0,False
22,4,4,1,1,1,1,2,0,False
35,3,4,5,1,0,1,3,1,False
32,4,4,3,0,1,3,3,0,False
35,4,4,5,1,0,1,3,0,False
29,4,4,2,1,1,1,4,0,False
23,3,3,2,1,0,3,4,0,False
35,4,4,2,1,0,1,4,0,False
36,4,4,3,1,0,2,4,0,False
32,4,4,2,1,0,1,4,0,False
30,4,1,4,1,1,3,3,0,False
36,4,4,4,0,1,2,4,0,False
33,4,4,3,1,1,3,4,0,False
33,3,4,5,0,1,3,3,0,False
43,2,4,13,1,1,2,3,0,False
35,3,3,6,1,1,2,3,0,False
38,4,4,5,1,1,1,3,0,False
25,3,1,4,1,1,3,1,0,False
26,3,3,2,1,1,3,2,0,False
24,4,4,1,1,1,3,4,0,False
22,3,4,1,1,1,4,4,0,False
33,2,3,5,1,0,2,1,0,False
45,3,3,7,1,1,3,4,0,False
29,4,4,2,1,0,1,3,0,False
47,2,2,7,1,1,2,4,0,False
36,3,2,6,1,1,3,2,0,False
45,3,3,8,1,1,2,3,0,False
47,4,4,6,1,0,1,4,0,False
43,3,4,2,1,0,2,4,0,False
44,4,4,7,1,1,3,2,0,False
24,2,4,2,1,1,3,3,0,False
28,4,4,2,1,0,1,3,0,False
34,4,4,5,1,1,3,4,0,False
31,3,4,4,1,1,1,3,0,False
27,4,4,3,1,1,1,4,0,False
27,3,3,1,1,0,3,4,0,False
26,4,4,1,1,0,1,3,0,False
36,3,4,7,1,1,2,2,0,False
35,4,4,4,0,1,3,3,0,False
38,4,4,6,1,1,3,3,0,False
44,4,4,7,1,1,2,4,0,False
25,4,4,1,1,1,1,4,0,False
25,4,4,2,0,1,1,3,0,False
41,4,4,4,1,1,1,4,0,False
41,3,4,5,1,1,1,3,0,False
24,4,4,1,1,0,1,4,0,False
33,4,4,3,1,1,3,3,0,False
29,4,4,3,1,0,3,3,0,False
47,4,4,4,1,0,1,4,0,False
28,4,4,4,1,1,1,3,0,False
21,2,2,1,1,1,3,2,0,False
32,3,3,6,1,0,3,3,0,False
30,3,4,2,1,1,1,4,0,False
37,4,4,5,1,1,3,4,0,False
29,4,3,4,1,0,3,2,0,False
38,4,4,3,1,0,1,4,0,False
49,3,3,11,1,1,1,4,0,False
41,3,3,5,1,1,1,4,0,False
43,3,4,5,1,1,3,2,1,False
47,1,1,10,1,1,3,3,0,False
22,4,4,1,1,1,1,3,0,False
27,4,4,1,0,0,1,4,0,False
34,3,4,2,0,1,2,3,0,False
42,3,3,4,1,1,2,4,0,False
39,4,4,3,0,0,1,4,0,False
36,4,4,3,0,1,2,4,0,False
21,4,4,1,1,1,2,1,0,False
36,3,4,4,0,0,2,4,0,False
25,2,3,1,1,0,4,4,0,False
41,4,4,4,0,0,2,4,0,False
32,4,4,4,0,0,2,4,0,False
41,4,4,4,0,0,2,4,0,False
43,4,4,3,0,1,1,4,0,False
35,4,4,3,1,1,2,3,0,False
24,4,4,2,1,0,1,3,0,False
43,4,4,6,1,1,1,4,0,False
48,4,4,7,0,1,1,4,0,False
28,4,4,2,1,1,1,3,0,False
24,4,4,1,1,1,1,4,0,False
42,4,4,3,1,0,1,4,0,False
39,4,4,3,1,1,1,4,0,False
24,4,4,1,1,1,1,4,0,False
33,4,3,5,1,1,2,4,0,False
29,4,4,2,1,1,3,4,0,False
44,4,4,5,1,1,1,4,0,False
17,4,4,1,1,1,2,4,0,False
35,3,4,3,1,1,2,2,0,False
32,3,4,5,1,1,1,2,0,False
27,4,4,2,1,0,1,3,0,False
44,4,4,4,1,1,1,4,0,False
42,4,4,5,1,1,1,4,0,False
40,4,4,6,1,1,1,3,0,False
44,4,4,3,1,1,1,4,0,False
33,4,4,5,1,1,2,4,0,False
35,2,4,3,0,0,3,4,1,False
31,4,2,2,0,1,1,3,0,False
37,4,4,3,0,1,3,4,0,False
45,4,4,3,0,1,2,4,0,False
26,4,4,2,0,1,1,4,0,False
40,3,4,2,0,1,3,4,0,False
30,4,4,1,0,1,2,4,0,False
36,3,4,3,0,0,3,4,0,False
33,3,4,3,0,1,2,4,0,False
41,4,4,5,0,1,2,4,0,False
45,3,3,6,0,1,2,4,0,False
48,4,4,6,0,1,2,4,0,False
35,4,4,3,0,0,3,4,0,False
37,4,4,4,0,0,2,4,0,False
46,4,4,3,0,0,1,4,0,False
38,4,4,4,0,1,3,4,0,False
30,3,4,7,1,1,2,4,0,False
42,4,3,7,1,0,1,4,0,False
35,2,2,6,1,1,3,4,0,False
34,4,4,6,1,1,3,4,0,False
37,4,4,4,1,1,1,4,0,False
38,4,4,6,1,1,1,4,0,False
30,3,3,2,1,1,2,3,0,False
46,4,4,4,1,1,1,4,0,False
31,4,4,3,0,1,2,4,0,False
41,4,4,6,0,1,1,4,0,False
41,4,4,7,1,1,2,4,0,False
32,4,4,2,0,0,2,4,0,False
44,4,4,4,1,1,1,4,0,False
39,4,4,4,0,1,1,4,0,False
39,4,4,5,1,1,1,4,0,False
45,4,4,4,1,1,1,4,0,False
33,4,4,3,1,1,1,4,0,False
39,4,4,3,0,1,1,4,0,False
44,4,4,3,1,0,1,4,0,False
34,3,3,6,1,1,3,4,0,False
33,3,3,5,1,1,3,4,0,False
34,2,2,8,1,1,2,2,0,False
27,3,2,5,1,1,2,4,0,False
47,1,1,8,1,1,3,4,1,False
25,2,4,3,1,1,1,4,1,False
24,3,4,5,1,1,1,2,1,False
41,4,4,4,1,0,1,4,0,False
29,3,3,4,1,1,3,4,0,False
27,2,2,5,1,1,3,1,0,False
40,3,4,5,1,1,1,2,0,False
30,2,2,6,1,1,3,1,0,False
24,4,4,1,1,0,1,4,0,False
36,4,4,2,1,0,1,4,0,False
17,2,2,1,1,1,3,2,0,False
28,1,2,4,1,1,2,3,0,False
27,2,4,1,1,1,1,4,0,False
21,3,3,1,1,1,3,3,0,False
30,2,2,4,1,1,2,4,0,False
48,4,4,16,1,1,1,4,0,False
29,2,4,3,1,0,3,3,0,False
29,4,4,2,1,1,3,4,0,False
20,3,4,2,1,1,1,3,0,False
28,4,4,1,1,1,3,2,0,False
32,2,3,5,1,0,2,3,0,False
27,3,3,1,1,0,3,3,0,False
25,2,3,1,1,1,3,1,0,False
43,4,4,3,1,1,1,4,0,False
35,4,4,2,1,1,2,4,0,False
30,4,4,1,1,1,1,4,0,False
29,1,4,3,1,1,4,4,1,False
33,3,4,8,1,1,3,4,0,False
37,3,4,5,1,0,2,4,0,False
27,2,4,3,1,1,4,4,0,False
33,2,4,3,1,1,2,4,0,False
35,2,3,6,1,0,3,3,0,False
20,3,3,2,1,1,2,4,0,False
26,2,4,3,1,1,3,4,0,False
24,3,3,2,1,1,3,3,0,False
45,1,3,3,1,1,3,2,0,False
34,3,4,4,1,1,1,3,0,False
49,4,3,13,1,1,1,4,0,False
33,4,4,5,1,1,1,4,0,False
33,3,3,8,1,1,3,4,0,False
24,3,4,3,1,1,1,4,0,False
30,2,2,4,1,1,2,1,0,False
27,2,4,4,1,1,2,1,0,False
23,4,3,1,1,1,2,2,0,False
35,4,4,4,1,1,1,4,0,False
35,4,4,1,0,1,1,4,0,False
40,4,4,2,0,0,1,4,0,False
29,3,3,1,1,1,3,3,0,False
33,3,3,3,1,1,3,3,0,False
36,4,4,6,0,1,1,2,1,False
36,4,4,4,0,1,1,4,0,False
41,4,4,1,1,1,3,3,0,False
38,3,4,3,1,1,3,2,0,False
29,2,4,3,1,1,3,3,0,False
19,4,4,1,1,1,1,3,0,False
34,2,3,2,1,1,2,3,0,False
26,2,4,3,1,1,3,4,0,False
22,4,4,1,1,1,2,3,0,False
